Datum;Bundesland;Altersgruppe;7T_Hospitalisierung_Faelle;7T_Hospitalisierung_Inzidenz
2021-11-23;Bundesgebiet;35-59;2570;9.01
2021-11-23;Bundesgebiet;80+;3289;53.8
2021-11-23;Nordrhein-Westfalen;05-14;44;2.55
2021-11-23;Nordrhein-Westfalen;80+;461;36.06
2021-11-22;Bundesgebiet;00+;10403;12.33
2021-11-22;Bundesgebiet;80+;3183;52.07
2021-11-22;Nordrhein-Westfalen;05-14;44;2.55
2021-11-22;Nordrhein-Westfalen;80+;437;34.19
2021-11-21;Bundesgebiet;00-04;137;3.43
2021-11-21;Nordrhein-Westfalen;15-34;158;3.75
2021-11-20;Bundesgebiet;00-04;134;3.36
2021-11-20;Bundesgebiet;00+;10218;12.11
2021-11-20;Bundesgebiet;15-34;793;4.16
2021-11-20;Bundesgebiet;35-59;2473;8.67
2021-11-20;Nordrhein-Westfalen;00-04;32;3.64
2021-11-20;Nordrhein-Westfalen;60-79;490;12.39
2021-11-19;Bundesgebiet;00-04;140;3.51
2021-11-19;Bundesgebiet;35-59;2408;8.45
2021-11-19;Nordrhein-Westfalen;00+;1489;8.21
2021-11-19;Nordrhein-Westfalen;05-14;30;1.74
2021-11-18;Bundesgebiet;00-04;136;3.41
2021-11-18;Bundesgebiet;05-14;179;2.25
2021-11-18;Bundesgebiet;35-59;2368;8.31
2021-11-18;Nordrhein-Westfalen;05-14;33;1.91
2021-11-18;Nordrhein-Westfalen;35-59;382;6.28
2021-11-18;Nordrhein-Westfalen;60-79;467;11.81
2021-11-17;Bundesgebiet;00-04;125;3.13
2021-11-17;Bundesgebiet;05-14;175;2.2
2021-11-17;Bundesgebiet;60-79;3275;17.47
2021-11-17;Nordrhein-Westfalen;00+;1456;8.03
2021-11-17;Nordrhein-Westfalen;80+;396;30.98
2021-11-16;Bundesgebiet;05-14;158;1.99
2021-11-16;Nordrhein-Westfalen;00-04;29;3.3
2021-11-16;Nordrhein-Westfalen;00+;1368;7.54
2021-11-16;Nordrhein-Westfalen;15-34;143;3.39
2021-11-16;Nordrhein-Westfalen;80+;384;30.04
2021-11-15;Bundesgebiet;00-04;108;2.71
2021-11-15;Bundesgebiet;35-59;2123;7.45
2021-11-15;Nordrhein-Westfalen;60-79;426;10.77
2021-11-15;Nordrhein-Westfalen;80+;381;29.8
2021-11-14;Bundesgebiet;00-04;116;2.91
2021-11-14;Bundesgebiet;00+;8596;10.19
2021-11-14;Bundesgebiet;80+;2634;43.09
2021-11-14;Nordrhein-Westfalen;00-04;24;2.73
2021-11-14;Nordrhein-Westfalen;05-14;27;1.56
2021-11-14;Nordrhein-Westfalen;15-34;145;3.44
2021-11-13;Bundesgebiet;00-04;114;2.86
2021-11-13;Bundesgebiet;05-14;157;1.98
2021-11-12;Bundesgebiet;00-04;105;2.63
2021-11-12;Bundesgebiet;00+;8209;9.73
2021-11-12;Bundesgebiet;60-79;2766;14.75
2021-11-12;Nordrhein-Westfalen;15-34;134;3.18
2021-11-12;Nordrhein-Westfalen;35-59;303;4.98
2021-11-11;Bundesgebiet;00+;7967;9.44
2021-11-11;Bundesgebiet;60-79;2669;14.24
2021-11-11;Nordrhein-Westfalen;00-04;19;2.16
2021-11-11;Nordrhein-Westfalen;00+;1272;7.01
2021-11-10;Bundesgebiet;60-79;2589;13.81
2021-11-10;Nordrhein-Westfalen;60-79;407;10.29
2021-11-09;Bundesgebiet;15-34;623;3.27
2021-11-09;Nordrhein-Westfalen;00+;1207;6.65
2021-11-09;Nordrhein-Westfalen;15-34;119;2.82
2021-11-09;Nordrhein-Westfalen;35-59;271;4.46
2021-11-09;Nordrhein-Westfalen;80+;372;29.1
