Geo Point;Geo Shape;Kommune;Gewerbegebiet;Größe;Verfügbarkeit;Art;Exposelink;blockiert;Frei parzellierbar;Geplant;24h-Betrieb;code
51.03785814107263, 6.679219907873526;"{""coordinates"": [[[6.678768833758663, 51.03810990013151], [6.678881527411056, 51.03819216962473], [6.678881179763041, 51.03813793995459], [6.679664887084898, 51.03755535265734], [6.679626745516249, 51.037527708456096], [6.678843128924235, 51.03811083667542], [6.678768833758663, 51.03810990013151]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;373;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280089
51.03902371965478, 6.682057120063189;"{""coordinates"": [[[6.681705991462763, 51.03894964763136], [6.681699326861671, 51.03903601985097], [6.682121504502487, 51.03926227768922], [6.682443373563733, 51.0390237179298], [6.682001132949361, 51.038786992157284], [6.681812996982778, 51.03892452520419], [6.681705991462763, 51.03894964763136]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;1436;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280089
51.038078024269346, 6.679727935541148;"{""coordinates"": [[[6.679502028812093, 51.03792610104343], [6.679453287123092, 51.03796227052202], [6.679953717906623, 51.03822992559351], [6.680002464087201, 51.038193666510715], [6.679502028812093, 51.03792610104343]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;243;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280089
51.037991539995, 6.681694492230802;"{""coordinates"": [[[6.681431362107364, 51.0382115167312], [6.681880758701289, 51.037878285121145], [6.682040613906099, 51.03778173408887], [6.682185212124121, 51.03772687411019], [6.682249792908213, 51.037736248663876], [6.682295209932347, 51.03776664364713], [6.682158267157175, 51.03759271599556], [6.682169663184869, 51.03763070913314], [6.682141603408653, 51.03767205586686], [6.681847393475006, 51.037827985993864], [6.681139581218244, 51.0383516673563], [6.681192295257432, 51.038389041914456], [6.681431362107364, 51.0382115167312]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;621;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280089
51.03755278102227, 6.680444433361465;"{""coordinates"": [[[6.68042689470275, 51.03723957603001], [6.679983702772493, 51.03756860903423], [6.680416480533662, 51.037869538727854], [6.680451418710007, 51.03786007156301], [6.680926731699879, 51.037507305320204], [6.68042689470275, 51.03723957603001]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;2366;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280089
51.038787899755995, 6.676690771474619;"{""coordinates"": [[[6.676569791180803, 51.03872494501], [6.676348882876026, 51.038891761417524], [6.676589563998522, 51.039018572688015], [6.677032714606277, 51.03868406578743], [6.676792034382096, 51.03855725586084], [6.676569791180803, 51.03872494501]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;1066;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280089
51.03708923898856, 6.681550590289181;"{""coordinates"": [[[6.681513717855981, 51.03713463357119], [6.681572721898788, 51.03711197527802], [6.681633764218975, 51.03709088619953], [6.681589612921075, 51.03704459966616], [6.681467519297549, 51.037089294943605], [6.681513717855981, 51.03713463357119]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;58;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280089
51.03734340958682, 6.674643638221077;"{""coordinates"": [[[6.674663729641284, 51.037324848804936], [6.674647002112378, 51.03732604577128], [6.674620182909571, 51.03737933418424], [6.674663729641284, 51.037324848804936]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;3;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280089
51.03977097224938, 6.678576543144359;"{""coordinates"": [[[6.678754860464418, 51.03957057722412], [6.678291105198991, 51.039914931387926], [6.678398270619126, 51.03997137428451], [6.678862030376129, 51.0396269290353], [6.678754860464418, 51.03957057722412]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;491;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280089
51.038561589798086, 6.676528532152732;"{""coordinates"": [[[6.676457004103622, 51.038421284690976], [6.676263448600929, 51.0385633772287], [6.676569791180803, 51.03872494501], [6.676792034382096, 51.03855725586084], [6.676523035666897, 51.0384157643153], [6.676457004103622, 51.038421284690976]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;674;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280089
51.040544041480985, 6.680681385309708;"{""coordinates"": [[[6.680859413749118, 51.04057193132537], [6.680609079330576, 51.04044017183129], [6.680487407915234, 51.04053037480175], [6.680516879843077, 51.040522057618276], [6.68075655395414, 51.04064821035038], [6.680859413749118, 51.04057193132537]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;256;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280089
51.03756526915062, 6.677958184040584;"{""coordinates"": [[[6.677153575741234, 51.03694064304257], [6.677098982426472, 51.03698325910669], [6.6787007693079, 51.03814433646625], [6.678702924366268, 51.03820004042017], [6.678804357636573, 51.03813578387129], [6.677153575741234, 51.03694064304257]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;1068;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280089
51.03886269513761, 6.674714161611147;"{""coordinates"": [[[6.674438637882226, 51.038444443374324], [6.673952135477177, 51.03872041712287], [6.675046564665918, 51.03929855005699], [6.675408177890279, 51.039032835213256], [6.675297311411173, 51.038972899251384], [6.675356540931116, 51.038929386899895], [6.674438637882226, 51.038444443374324]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;4350;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280089
51.03980152676602, 6.6773690352092565;"{""coordinates"": [[[6.677421624038862, 51.03998406117548], [6.677499814299508, 51.03992599776409], [6.677705850096443, 51.03991543692119], [6.67776449571145, 51.03987182208874], [6.677247014903827, 51.03959923240967], [6.677016005043678, 51.03977043506773], [6.677421624038862, 51.03998406117548]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;1043;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280089
51.03966705687339, 6.6775981159744715;"{""coordinates"": [[[6.677674593216131, 51.039590199399676], [6.677431841476904, 51.03946235997735], [6.677247014903827, 51.03959923240967], [6.67776449571145, 51.03987182208874], [6.677949095010762, 51.039734764628086], [6.677674593216131, 51.039590199399676]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;945;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280089
51.03968490032226, 6.678413262759307;"{""coordinates"": [[[6.678536109014638, 51.039454367389325], [6.678071616232361, 51.03979933583641], [6.678291105198991, 51.039914931387926], [6.678754860464418, 51.03957057722412], [6.678536109014638, 51.039454367389325]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;1008;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280089
51.03881359408611, 6.678749800578005;"{""coordinates"": [[[6.678644572500357, 51.038562523163215], [6.678339899888595, 51.038788555676994], [6.678854966024735, 51.03906468948844], [6.679159638636497, 51.03883865606234], [6.678644572500357, 51.038562523163215]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;1564;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280089
51.04071091847139, 6.680999536856641;"{""coordinates"": [[[6.680859413749118, 51.04057193132537], [6.68075655395414, 51.04064821035038], [6.681139739321734, 51.04084986817812], [6.681242476945833, 51.04077367590428], [6.680859413749118, 51.04057193132537]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;389;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280089
51.03859082433278, 6.679032621264803;"{""coordinates"": [[[6.678957552731866, 51.03833027099282], [6.678644572500357, 51.038562523163215], [6.679159638636497, 51.03883865606234], [6.679406641203649, 51.038655537693536], [6.678957552731866, 51.03833027099282]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;1437;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280089
51.039975643726976, 6.6805231521120625;"{""coordinates"": [[[6.679837028547847, 51.040035479169944], [6.679840488858321, 51.040058028713894], [6.680547347104252, 51.04043022338714], [6.681157048060628, 51.039978063695465], [6.681157195384336, 51.03992330459969], [6.68056481125169, 51.03949430828664], [6.679837028547847, 51.040035479169944]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;4999;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280089
51.040287532675734, 6.680152178277294;"{""coordinates"": [[[6.679840488858321, 51.040058028713894], [6.679820566920266, 51.04010124459445], [6.679760965497795, 51.04014753937115], [6.680443755182318, 51.04050702737665], [6.680547347104252, 51.04043022338714], [6.679840488858321, 51.040058028713894]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;704;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280089
51.038965689631915, 6.678993122854707;"{""coordinates"": [[[6.679406641203649, 51.038655537693536], [6.678854966024735, 51.03906468948844], [6.678573146553801, 51.03927355208588], [6.679411405867915, 51.038659049409354], [6.679406641203649, 51.038655537693536]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;45;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280089
51.036259570126006, 6.677985629118768;"{""coordinates"": [[[6.678005615211807, 51.03625943256485], [6.67800552717691, 51.03625806779974], [6.677961171063125, 51.036259088549144], [6.677980126413935, 51.03626108372721], [6.678005615211807, 51.03625943256485]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;0;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620280089
51.039156755969984, 6.678764675445281;"{""coordinates"": [[[6.678098465977889, 51.03909308684966], [6.677996829688328, 51.0391683990256], [6.678754860464418, 51.03957057722412], [6.678856379074676, 51.03949526174799], [6.678693578294052, 51.03940813009933], [6.678675042456479, 51.039378896955895], [6.678685405421596, 51.039348079958685], [6.679513121209221, 51.03873273719996], [6.679411405867915, 51.038659049409354], [6.678578643345024, 51.0392765384449], [6.678556876267375, 51.03926486583002], [6.678507273094016, 51.03928294327211], [6.678450742113187, 51.03927723377454], [6.678098465977889, 51.03909308684966]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;1815;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280089
51.041215128941815, 6.681940702071495;"{""coordinates"": [[[6.681891927455216, 51.04111567878859], [6.681681253656468, 51.04100467094498], [6.681578516032371, 51.04108086340375], [6.681954710710423, 51.04127896321013], [6.682177469544687, 51.04144011597886], [6.682281422589366, 51.04136313787592], [6.682066041618531, 51.04120734673189], [6.681891927455216, 51.04111567878859]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;646;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280089
51.040473575876575, 6.680526436404667;"{""coordinates"": [[[6.680547347104252, 51.04043022338714], [6.680527433251034, 51.040445024895426], [6.680443755182318, 51.04050702737665], [6.680487407915234, 51.04053037480175], [6.680609079330576, 51.04044017183129], [6.680565548768539, 51.04041673681123], [6.680547347104252, 51.04043022338714]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;52;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280089
51.03977709113222, 6.679747382863492;"{""coordinates"": [[[6.679408948077299, 51.039786165953906], [6.679809987461165, 51.039999872761335], [6.680107232802158, 51.03977890489382], [6.679712252554883, 51.03957107428845], [6.679651972904373, 51.0395744627985], [6.679405273967787, 51.039760825385876], [6.679408948077299, 51.039786165953906]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;1240;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280089
51.039274109244424, 6.6797523921813395;"{""coordinates"": [[[6.679712252554883, 51.03957107428845], [6.680107232802158, 51.03977890489382], [6.680526894261863, 51.03946684825268], [6.67956738933385, 51.03877194214768], [6.679540655470995, 51.03878669786762], [6.679489786571401, 51.03875007827765], [6.678962303921404, 51.03914118733295], [6.679668458786467, 51.03951292450281], [6.679348778919569, 51.03975439746613], [6.679408948077299, 51.039786165953906], [6.679405273967787, 51.039760825385876], [6.679651972904373, 51.0395744627985], [6.679712252554883, 51.03957107428845]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;5702;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280089
51.03906206817175, 6.680024677232092;"{""coordinates"": [[[6.678787155797198, 51.0382069300482], [6.678750632094377, 51.03823398977677], [6.67882461464623, 51.038234111222124], [6.681157195384336, 51.03992330459969], [6.681157048060628, 51.039978063695465], [6.681287672984408, 51.03988048450745], [6.681212950220758, 51.039880979309096], [6.678844529397764, 51.03816517709043], [6.678787155797198, 51.0382069300482]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;1577;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280089
51.04030613525152, 6.681802807892664;"{""coordinates"": [[[[6.683025288730057, 51.041157887161816], [6.682972571097608, 51.04115507771477], [6.68297643564996, 51.04115787755977], [6.683025288730057, 51.041157887161816]]], [[[6.68201183457934, 51.04045974110892], [6.681325184834042, 51.039961804748046], [6.681325091409253, 51.03996269606725], [6.68201183457934, 51.04045974110892]]]], ""type"": ""MultiPolygon""}";Rommerskirchen;Gewerbepark;3;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620280089
51.036698622899856, 6.677585052464696;"{""coordinates"": [[[6.677145411851932, 51.03693454575007], [6.677760229612167, 51.03660794570901], [6.678020572161287, 51.03645432015652], [6.677967959631728, 51.03648321790974], [6.677145411851932, 51.03693454575007]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;72;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280089
51.03652241577309, 6.678020826999593;"{""coordinates"": [[[6.678180422874521, 51.03646612961643], [6.678135542144611, 51.03640193618957], [6.677760229612167, 51.03660794570901], [6.67803181817033, 51.03659167371642], [6.678122049449042, 51.036544370460334], [6.678180422874521, 51.03646612961643]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;275;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280089
51.03595625901682, 6.6776695774185955;"{""coordinates"": [[[6.677881070085872, 51.0362230934208], [6.677578001865206, 51.0356670461686], [6.677462775862028, 51.035698555348525], [6.677758226369083, 51.036241116125915], [6.677881070085872, 51.0362230934208]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;566;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280089
51.03639867530461, 6.677618671162621;"{""coordinates"": [[[6.677484934605141, 51.036545462378655], [6.677802952588764, 51.03636519778364], [6.677809492324032, 51.036335563911294], [6.677758226369083, 51.036241116125915], [6.677533405002927, 51.036340685725854], [6.677532729469832, 51.036441204116954], [6.677481246122585, 51.036527494585556], [6.677021960874011, 51.03679702826168], [6.677484934605141, 51.036545462378655]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;382;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280089
51.03610514398401, 6.677585336632585;"{""coordinates"": [[[6.677617704705819, 51.03629910959026], [6.677758226369083, 51.036241116125915], [6.677492981713455, 51.0357543125182], [6.677490507753165, 51.03608598392987], [6.677533405002927, 51.036340685725854], [6.677617704705819, 51.03629910959026]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;581;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620280089
51.038120470729716, 6.678253102441529;"{""coordinates"": [[[6.678363925330868, 51.03845158206903], [6.678702924366268, 51.03820004042017], [6.6787007693079, 51.03814433646625], [6.678221736394437, 51.03779707024303], [6.67773142153932, 51.03806603110511], [6.678363925330868, 51.03845158206903]]], ""type"": ""Polygon""}";Rommerskirchen;Gewerbepark;2500;Kurzfristig verfügbare Fläche (bis 2 Jahre);Gewerbefläche;https://www.gewerbeflaechen-rkn.de/commercialspace/parcel/expose/de/102557;0;0;;0;051620280089
51.19605571747087, 6.619210131513961;"{""coordinates"": [[[6.618701435387092, 51.19541016470337], [6.618179319272602, 51.19600274205992], [6.618694598309464, 51.19626828075084], [6.619762035818864, 51.196665973451516], [6.620273984800969, 51.19608634257587], [6.619167121132064, 51.19564353811966], [6.618701435387092, 51.19541016470337]]], ""type"": ""Polygon""}";Kaarst;Büttgen-Süd;10230;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160091003
51.19677799378337, 6.617093749903199;"{""coordinates"": [[[6.616725907126652, 51.19672760620202], [6.617357927624576, 51.196946045299946], [6.617460811674067, 51.19682806618143], [6.616830510551595, 51.19661017425424], [6.616725907126652, 51.19672760620202]]], ""type"": ""Polygon""}";Kaarst;Büttgen-Süd;750;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160091010
51.19614520020476, 6.617765028122001;"{""coordinates"": [[[6.618132616759296, 51.19605768070087], [6.617666407296514, 51.19589831438359], [6.61740629561442, 51.196192848742434], [6.617480981547141, 51.19621340766137], [6.61746702082931, 51.19622994722365], [6.617675371584734, 51.19630240801126], [6.617637524663498, 51.19635081571695], [6.617818415717315, 51.196417990950465], [6.618132616759296, 51.19605768070087]]], ""type"": ""Polygon""}";Kaarst;Büttgen-Süd;1543;Nicht verfügbare Fläche;Gewerbefläche;;0;1;;0;051620160091013
51.19715928769954, 6.615858965759333;"{""coordinates"": [[[6.615702490659435, 51.196944220859685], [6.615451943340172, 51.197297643595746], [6.616044763155729, 51.1973081431933], [6.616156085978998, 51.19725488748945], [6.616282488820941, 51.19710516762497], [6.615702490659435, 51.196944220859685]]], ""type"": ""Polygon""}";Kaarst;Büttgen-Süd;1484;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160091019
51.19687096160501, 6.615565121534405;"{""coordinates"": [[[6.615896414471393, 51.19645347194933], [6.615671211321241, 51.196446591804744], [6.61508686890702, 51.197290182642845], [6.615451943340172, 51.197297643595746], [6.616045003904225, 51.19645801142562], [6.615896414471393, 51.19645347194933]]], ""type"": ""Polygon""}";Kaarst;Büttgen-Süd;2442;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160091025
51.19628855370514, 6.614891780304643;"{""coordinates"": [[[6.615805194147552, 51.19576316292907], [6.615069937460545, 51.19595529773704], [6.614416127427088, 51.19614819733514], [6.614292625245197, 51.19620406351816], [6.614117467239524, 51.19633036775704], [6.613983133171936, 51.196508773142966], [6.614577488208313, 51.19669178990905], [6.614623606816686, 51.1966414629744], [6.61517167975131, 51.19665673016432], [6.615805194147552, 51.19576316292907]]], ""type"": ""Polygon""}";Kaarst;Büttgen-Süd;6411;Nicht verfügbare Fläche;Gewerbefläche;;0;1;;0;051620160091029
51.19695589889578, 6.614675502426299;"{""coordinates"": [[[6.614195318835306, 51.1972286694214], [6.614445687389828, 51.19727077650396], [6.614723372813824, 51.19727845531043], [6.61517167975131, 51.19665673016432], [6.614623606816686, 51.1966414629744], [6.614195318835306, 51.1972286694214]]], ""type"": ""Polygon""}";Kaarst;Büttgen-Süd;2705;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160091033
51.19662059343206, 6.613449784552474;"{""coordinates"": [[[6.613754022350297, 51.19661210566428], [6.613618332724946, 51.19681407745484], [6.613140497265756, 51.19663850365751], [6.613435446512883, 51.1963232280821], [6.613481150099593, 51.19632256776202], [6.61334822099711, 51.196500707474925], [6.613754022350297, 51.19661210566428]]], ""type"": ""Polygon""}";Kaarst;Büttgen-Süd;892;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160091042
51.19579669777065, 6.614688387760656;"{""coordinates"": [[[6.614305081284927, 51.196005517900325], [6.614346612197142, 51.196043961386785], [6.615014526678876, 51.19585593189568], [6.615078885579091, 51.19576838081546], [6.615064877250551, 51.19572366313282], [6.614961340125848, 51.19557734577929], [6.61472536797207, 51.19564868114845], [6.614505940989194, 51.19560165585241], [6.614305081284927, 51.196005517900325]]], ""type"": ""Polygon""}";Kaarst;Büttgen-Süd;1622;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160091046
51.19692438177276, 6.611826572215457;"{""coordinates"": [[[6.612339819869867, 51.19665494736931], [6.611941244564826, 51.196506891829394], [6.611278167510898, 51.19726463784864], [6.611764160571182, 51.19728718114855], [6.612339819869867, 51.19665494736931]]], ""type"": ""Polygon""}";Kaarst;Büttgen-Süd;2860;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160091038
51.213983893565505, 6.641488383576573;"{""coordinates"": [[[6.641568566577328, 51.21378981659938], [6.641286537798933, 51.21382569387778], [6.641407927143275, 51.214178403563885], [6.641690669184007, 51.214141143406934], [6.641568566577328, 51.21378981659938]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;816;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092015
51.214475814952564, 6.642182468635453;"{""coordinates"": [[[6.642231504392386, 51.214201846807505], [6.641771050435628, 51.21426236668346], [6.641891448039899, 51.214603267947076], [6.642149705599246, 51.21456992121758], [6.642467622971557, 51.2148238095226], [6.642646058929701, 51.21454176208845], [6.642321838977358, 51.21446066592866], [6.642231504392386, 51.214201846807505]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;1918;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092007
51.213916020894246, 6.64062641758868;"{""coordinates"": [[[6.639846780045301, 51.213654796977494], [6.640069578405437, 51.21431956816264], [6.640118503350756, 51.21435069686115], [6.64140792624496, 51.214178403563885], [6.641166282128477, 51.21347625822655], [6.639846780045301, 51.213654796977494]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;7550;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092013
51.214028280207714, 6.639105794391936;"{""coordinates"": [[[6.638670552063417, 51.21422361258888], [6.639673930709908, 51.21409008430997], [6.639673931608221, 51.21409008430997], [6.639573197227207, 51.213830142169925], [6.638504922487962, 51.213975151756394], [6.638670552063417, 51.21422361258888]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;2190;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092049
51.211902684824565, 6.631521167644113;"{""coordinates"": [[[6.630913256428607, 51.21200593945558], [6.632115837387665, 51.21203787162372], [6.632130556283594, 51.211800429897714], [6.630931024206611, 51.21176554766091], [6.630913256428607, 51.21200593945558]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;2230;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092024
51.21164047068467, 6.63154470288235;"{""coordinates"": [[[6.632156736784235, 51.21151077755009], [6.630949313007481, 51.21148353664216], [6.630931024206611, 51.21176554709816], [6.632130556283594, 51.211800429897714], [6.632156736784235, 51.21151077755009]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;2672;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092023
51.212172123161764, 6.63150240724724;"{""coordinates"": [[[6.630913256428607, 51.212005940018315], [6.630889421429173, 51.21230567294392], [6.632088862776312, 51.21233919688722], [6.632115837387665, 51.21203787218647], [6.630913256428607, 51.212005940018315]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;2767;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092025
51.214086772106256, 6.629379255333395;"{""coordinates"": [[[6.629653201257671, 51.213503714603874], [6.628824693155965, 51.213602729506924], [6.628942045471421, 51.21421905066653], [6.629122975152796, 51.214679605031066], [6.629979176518081, 51.21453355664936], [6.629925538112466, 51.21439762480168], [6.629653201257671, 51.213503714603874]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;7351;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092027
51.213561824725765, 6.630307576563068;"{""coordinates"": [[[6.63063591775431, 51.21336220593006], [6.629971902859226, 51.213445586993764], [6.629930636950018, 51.213462201401356], [6.629895718536609, 51.21350274053076], [6.629896857600389, 51.21352973264627], [6.629968563821314, 51.2137564563382], [6.630732085998735, 51.21366873332164], [6.63063591775431, 51.21336220593006]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;1825;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092030
51.21385431367407, 6.63038671316673;"{""coordinates"": [[[6.630726218203301, 51.21366940802382], [6.630808544307513, 51.2139494727215], [6.630050069763672, 51.21404096033745], [6.629968563821314, 51.2137564563382], [6.630726218203301, 51.21366940802382]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;1727;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092031
51.2144616967369, 6.630768126677184;"{""coordinates"": [[[6.631314576086841, 51.21416902311189], [6.631314575188527, 51.214169023674614], [6.630127920461141, 51.214306800770274], [6.630246373212819, 51.214588780993175], [6.630408757175154, 51.21482051431245], [6.631421885237421, 51.21452057942538], [6.631314576086841, 51.21416902311189]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;4142;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092033
51.21531878117531, 6.629638947227869;"{""coordinates"": [[[6.62933291412964, 51.215211786795116], [6.629467405402402, 51.21555913685979], [6.629993639394155, 51.21539529533239], [6.629751693443737, 51.21508151943525], [6.62933291412964, 51.215211786795116]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;1427;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092036
51.21515074377207, 6.630126417154189;"{""coordinates"": [[[6.629751694342053, 51.21508151943525], [6.629993639394155, 51.2153952947697], [6.630414256661323, 51.21525200758322], [6.630464315280531, 51.21521177497837], [6.630473268788967, 51.21518498754711], [6.630471966231806, 51.21516116497988], [6.630252603029316, 51.214907653859754], [6.629751694342053, 51.21508151943525]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;1566;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092037
51.2147598605515, 6.6312128156600725;"{""coordinates"": [[[6.631421885237421, 51.21452057886268], [6.631421885237421, 51.21452057942538], [6.630834376261824, 51.21469746370388], [6.63110261140903, 51.215000149063655], [6.631523785631675, 51.21484884658465], [6.631421885237421, 51.21452057886268]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;1500;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092039
51.21448284342886, 6.636367138287541;"{""coordinates"": [[[6.636425386385611, 51.21422818070064], [6.63605778409325, 51.21455070917783], [6.63603599635435, 51.2145695577071], [6.63634583338068, 51.21470852204362], [6.636557112643928, 51.214528767422784], [6.636698408654968, 51.21448244396733], [6.636425386385611, 51.21422818070064]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;1142;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092056
51.21105287491949, 6.643606395187152;"{""coordinates"": [[[6.642473232950506, 51.21057238829088], [6.643255341271156, 51.2116898388337], [6.643267589800055, 51.211733170735826], [6.644421796481063, 51.21140552514761], [6.644498544945678, 51.21135079895804], [6.644456868506385, 51.21104370857728], [6.644415497494291, 51.21098824362511], [6.644612961566786, 51.210637862392296], [6.642473232950506, 51.21057238829088]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;12500;Nicht verfügbare Fläche;Gewerbefläche;;0;1;;0;051620160092018
51.21257510421462, 6.638078243895069;"{""coordinates"": [[[6.637914283781915, 51.21308215623033], [6.63745666939977, 51.212402838458374], [6.637405348647588, 51.212354061019845], [6.63734886887073, 51.21233444288483], [6.637561485725437, 51.21201772268931], [6.638084847803226, 51.21219592551326], [6.638302304780683, 51.212306268882834], [6.638687248151288, 51.2125464530193], [6.638858249652142, 51.21271396019418], [6.638887811411513, 51.21284409131886], [6.637914283781915, 51.21308215623033]]], ""type"": ""Polygon""}";Kaarst;Kaarster Kreuz;6717;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620160092043
