Geo Point;Geo Shape;Kommune;Gewerbegebiet;Größe;Verfügbarkeit;Art;Exposelink;blockiert;Frei parzellierbar;Geplant;24h-Betrieb;code
51.13722124185708, 6.62078817686841;"{""coordinates"": [[[[6.619414512669735, 51.1363483810865], [6.619423168835811, 51.136343509891695], [6.619381110612525, 51.136323389856386], [6.619414512669735, 51.1363483810865]]], [[[6.616776282851155, 51.13381154355732], [6.616726651830021, 51.133835336038494], [6.61672976449248, 51.13385601972621], [6.616815636247121, 51.13379893367261], [6.616776282851155, 51.13381154355732]]], [[[6.61720291972904, 51.13454609130174], [6.61720615635901, 51.13454964365827], [6.61721082310691, 51.13455224451068], [6.61720291972904, 51.13454609130174]]], [[[6.619889336976092, 51.13655752350705], [6.621330849139475, 51.13765688478139], [6.621646949219965, 51.13788973782918], [6.621665466192916, 51.13788334269704], [6.619889336976092, 51.13655752350705]]]], ""type"": ""MultiPolygon""}";Grevenbroich;Kapellen-Nord;179;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080021
51.13276224564477, 6.618305777168103;"{""coordinates"": [[[[6.6191476923691, 51.131710933354306], [6.619144844709648, 51.13170924331632], [6.619076773072364, 51.13178056083596], [6.6191476923691, 51.131710933354306]]], [[[6.618788474951601, 51.13208990392491], [6.618781683688053, 51.13209651012596], [6.618778094020178, 51.13210158245208], [6.618788474951601, 51.13208990392491]]], [[[6.618751006221101, 51.13213985994992], [6.618531895445205, 51.132518366447876], [6.618192441862272, 51.13291195915847], [6.618122004062529, 51.133041538336165], [6.61804604881031, 51.133124876490186], [6.617753743305065, 51.13331224980716], [6.616815636247121, 51.13379893367261], [6.61778425278706, 51.13331493979422], [6.61806610729229, 51.133115304222436], [6.618294458139198, 51.132892546208026], [6.618539537413326, 51.13259891179466], [6.618689640507411, 51.13250854207512], [6.618719478049573, 51.132407448661965], [6.618724488852228, 51.13221844704523], [6.618751006221101, 51.13213985994992]]]], ""type"": ""MultiPolygon""}";Grevenbroich;Kapellen-Nord;701;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080021
51.134474856564196, 6.616103464356078;"{""coordinates"": [[[[6.616642075446022, 51.134327407211984], [6.616609380362942, 51.13430422095125], [6.616456161911451, 51.13436790831049], [6.616413302390931, 51.1343650994463], [6.616536889014458, 51.13439113568854], [6.616642075446022, 51.134327407211984]]], [[[6.616394584195355, 51.134363872294465], [6.616288528194597, 51.13436592919709], [6.615098003524968, 51.134797815275725], [6.615045838356419, 51.13475569565208], [6.615090221419661, 51.13480700839904], [6.616260286060379, 51.1343809994304], [6.616394584195355, 51.134363872294465]]]], ""type"": ""MultiPolygon""}";Grevenbroich;Kapellen-Nord;102;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080021
51.13262513357473, 6.625015919196472;"{""coordinates"": [[[6.624975057328976, 51.132481158626206], [6.624758653177031, 51.13262384021392], [6.625023270808589, 51.132782352559154], [6.625281743065289, 51.1326104594122], [6.624975057328976, 51.132481158626206]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;627;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620080021
51.13368848827648, 6.623404093441575;"{""coordinates"": [[[6.623540981419516, 51.13358219757015], [6.623529701274493, 51.1335815183129], [6.623141597630718, 51.1339017489464], [6.623540981419516, 51.13358219757015]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;15;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080021
51.13312342164593, 6.625876049310243;"{""coordinates"": [[[6.626258185727984, 51.13313663762015], [6.62582912519546, 51.13289781630796], [6.625503016984389, 51.13309684120021], [6.625901507847794, 51.13335482621849], [6.626258185727984, 51.13313663762015]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;1332;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080021
51.132576000743356, 6.625215120986772;"{""coordinates"": [[[6.625285387530397, 51.132608030945924], [6.62519947355494, 51.13256445720434], [6.625122001048206, 51.132533985775716], [6.625281743065289, 51.1326104594122], [6.625285387530397, 51.132608030945924]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;5;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620080021
51.13498865803719, 6.6283866211729485;"{""coordinates"": [[[6.627963997519315, 51.13520671668637], [6.628049247639777, 51.13520853624255], [6.628302390191896, 51.135071687718664], [6.628749847323122, 51.13480263984782], [6.628782684340019, 51.13474153025519], [6.627963997519315, 51.13520671668637]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;340;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080021
51.137059177217374, 6.623016157644189;"{""coordinates"": [[[6.62310674389601, 51.13659723183146], [6.622245951241307, 51.1370564868103], [6.622820503815563, 51.13748333742662], [6.623823238369994, 51.13712947407449], [6.62310674389601, 51.13659723183146]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;5521;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620080021
51.13261336068549, 6.6252927578886815;"{""coordinates"": [[[6.625285387530397, 51.132608030945924], [6.625281743065289, 51.1326104594122], [6.625308900932959, 51.1326209867105], [6.625299764168204, 51.132615321981454], [6.625285387530397, 51.132608030945924]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;0;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620080021
51.13285395591739, 6.625754291868334;"{""coordinates"": [[[[6.625832468724949, 51.13289577681488], [6.625737833006397, 51.13284155997535], [6.625647780492425, 51.13279696670537], [6.62582912519546, 51.13289781630796], [6.625832468724949, 51.13289577681488]]], [[[6.624852326799913, 51.13228499757016], [6.624852326799913, 51.13228499757016], [6.624855890416645, 51.13228234078228], [6.62485207976321, 51.13228484818574], [6.624852326799913, 51.13228499757016]]]], ""type"": ""MultiPolygon""}";Grevenbroich;Kapellen-Nord;5;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080021
51.13388711138326, 6.62748294307882;"{""coordinates"": [[[6.62716641661621, 51.133673219078055], [6.627132234821334, 51.13370155334146], [6.628134466319205, 51.13427913898794], [6.62716641661621, 51.133673219078055]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;180;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080021
51.1334541462642, 6.626422996862245;"{""coordinates"": [[[6.626577201739887, 51.13331711286622], [6.626200296494444, 51.13354819974627], [6.626268173197314, 51.13359220040701], [6.626648452514962, 51.13335740515382], [6.626577201739887, 51.13331711286622]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;250;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620080021
51.135924689116486, 6.625454353614563;"{""coordinates"": [[[6.624978234670135, 51.135538325669046], [6.624755286291346, 51.13574807714314], [6.625866431330896, 51.13628526745249], [6.62620703116413, 51.13613275497546], [6.624978234670135, 51.135538325669046]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;2892;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620080021
51.13660593703715, 6.624085015677661;"{""coordinates"": [[[6.625172767539858, 51.13662168856192], [6.625188595855163, 51.136614689572205], [6.624030937846834, 51.136055363319166], [6.623974425730626, 51.13613433437267], [6.62310674389601, 51.13659723183146], [6.623823238369994, 51.13712947407449], [6.625172767539858, 51.13662168856192]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;8612;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620080021
51.13316977445153, 6.621467603366286;"{""coordinates"": [[[6.621470519199849, 51.133105587080586], [6.621387954143771, 51.133186904241], [6.62146637976302, 51.13323426942685], [6.621546314551947, 51.13315137059585], [6.621470519199849, 51.133105587080586]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;78;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620080021
51.13067463886877, 6.621791249267298;"{""coordinates"": [[[6.622187102607046, 51.13090266704069], [6.621482535065089, 51.130456318499974], [6.621440358264184, 51.13048422347864], [6.622159913298341, 51.13092032367678], [6.622187102607046, 51.13090266704069]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;245;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080021
51.133747656664056, 6.623366222183139;"{""coordinates"": [[[6.623141597630718, 51.1339017489464], [6.623181162130776, 51.133920897663415], [6.623600086073634, 51.133585826663875], [6.623540981419516, 51.13358219757015], [6.623141597630718, 51.1339017489464]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;162;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080021
51.13414490506789, 6.623609085047501;"{""coordinates"": [[[6.62353642965597, 51.13409312583906], [6.623510962417666, 51.13411391933135], [6.623681523744031, 51.13419660730481], [6.623707340426981, 51.134175910804736], [6.62353642965597, 51.13409312583906]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;44;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080021
51.13074923297978, 6.621743528043221;"{""coordinates"": [[[6.621325901218889, 51.13055977034545], [6.621477628467007, 51.13065115634624], [6.621458897695017, 51.130662974479705], [6.622028311905848, 51.13100639862404], [6.622159913298341, 51.13092032367678], [6.621440358264184, 51.13048422347864], [6.621325901218889, 51.13055977034545]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;907;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080021
51.13564051319267, 6.626220593725365;"{""coordinates"": [[[6.625975155328047, 51.13570325951978], [6.626187486518493, 51.13580603504204], [6.626466076545982, 51.13557771752118], [6.626253624082971, 51.135475029987816], [6.625975155328047, 51.13570325951978]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;600;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080021
51.13518355935803, 6.627797061434679;"{""coordinates"": [[[6.627698419588717, 51.13512165686466], [6.627673750054384, 51.1351430073732], [6.627897532069757, 51.135245472428224], [6.627926206293625, 51.13522878922821], [6.627698419588717, 51.13512165686466]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;55;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620080021
51.13479997117946, 6.629080186299745;"{""coordinates"": [[[6.629081139711698, 51.13480076390724], [6.629085800171393, 51.13480253049311], [6.629073619016141, 51.13479661913802], [6.629081139711698, 51.13480076390724]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;0;Nicht verfügbare Fläche;Schienenfläche;;;;;;051620080021
51.133695053560444, 6.621591742019545;"{""coordinates"": [[[6.621525652402096, 51.13341118170088], [6.621491493065101, 51.133394660184074], [6.621157389848002, 51.13374188080655], [6.621675217405326, 51.13399169767853], [6.622036918664585, 51.133657896077025], [6.621525652402096, 51.13341118170088]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;2104;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080021
51.133631605919824, 6.624460031269199;"{""coordinates"": [[[6.624282998827351, 51.1337152568256], [6.623653499900428, 51.13421896724831], [6.623744256693582, 51.134262715863855], [6.625263366229523, 51.133046652836384], [6.625180821834695, 51.13299677783859], [6.624282998827351, 51.1337152568256]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;1377;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080021
51.133684412496336, 6.6245611557842405;"{""coordinates"": [[[6.623744256693582, 51.134262715863855], [6.623861695247306, 51.13431941521649], [6.625369412348813, 51.13311399980985], [6.625263366229523, 51.133046652836384], [6.623744256693582, 51.134262715863855]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;1784;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080021
51.134272246506065, 6.6262582549628775;"{""coordinates"": [[[6.626024776467712, 51.13452477377476], [6.626221937807955, 51.134341832033186], [6.626702788013239, 51.1338952467235], [6.626643591730961, 51.13387273386179], [6.625795978259791, 51.13467182324889], [6.625842453499332, 51.13469416887014], [6.626024776467712, 51.13452477377476]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;477;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080021
51.13516736969285, 6.628158593334085;"{""coordinates"": [[[6.627504488590236, 51.13549682789138], [6.6275507302678, 51.13551916747662], [6.627808547652658, 51.13538547195493], [6.628340412284611, 51.13509799638381], [6.628792577486243, 51.134826795958034], [6.628749847323122, 51.13480263984782], [6.628302390191896, 51.135071687718664], [6.627504488590236, 51.13549682789138]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;464;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620080021
51.1333400900108, 6.62623570108429;"{""coordinates"": [[[6.625901507847794, 51.13335482621849], [6.626200296494444, 51.13354819974627], [6.626577201739887, 51.13331711286622], [6.626258185727984, 51.13313663762015], [6.625901507847794, 51.13335482621849]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;1074;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620080021
51.13610019291182, 6.624165195984491;"{""coordinates"": [[[6.624030937846834, 51.136055363319166], [6.624227393111264, 51.13615044625023], [6.624259224913357, 51.136120520000176], [6.624151677709227, 51.13606851821887], [6.624030937846834, 51.136055363319166]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;52;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620080021
51.134713335971405, 6.623644908909083;"{""coordinates"": [[[6.623336624573846, 51.134793235342066], [6.623129535053082, 51.134962662146144], [6.623394894693067, 51.13509079931126], [6.624160305129215, 51.1344634236832], [6.623895746786466, 51.13433575376695], [6.623336624573846, 51.134793235342066]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;2056;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620080021
51.13543106576122, 6.625771747642204;"{""coordinates"": [[[6.625211346588049, 51.13532113664246], [6.625200234427986, 51.135328644265485], [6.625975155328047, 51.13570325951978], [6.626253624082971, 51.135475029987816], [6.625603160273947, 51.135160584036534], [6.625580459846718, 51.13522162881517], [6.625511782744932, 51.135268971057805], [6.625211346588049, 51.13532113664246]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;1890;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620080021
51.134786192214605, 6.62322007878856;"{""coordinates"": [[[6.623177310154839, 51.134716440637824], [6.622550861008305, 51.1352291093978], [6.622711413305774, 51.135304761237926], [6.623895746786466, 51.13433575376695], [6.623744256693582, 51.134262715863855], [6.623177310154839, 51.134716440637824]]], ""type"": ""Polygon""}";Grevenbroich;Kapellen-Nord;1887;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620080021
51.12576892936027, 6.597040475159485;"{""coordinates"": [[[6.596956412276132, 51.12574312751016], [6.597115222740266, 51.125798930179016], [6.597121320504415, 51.12579315523708], [6.596962591786973, 51.125738277184574], [6.596956412276132, 51.12574312751016]]], ""type"": ""Polygon""}";Grevenbroich;Hemmerden;9;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620080022
51.12569688270087, 6.597745919209688;"{""coordinates"": [[[6.59718250206347, 51.12556583235931], [6.597146873082671, 51.12559378483284], [6.597990094690416, 51.12588483764056], [6.598160435929537, 51.125759121233884], [6.597632380154388, 51.12550844852064], [6.59743975710296, 51.12565474754087], [6.59718250206347, 51.12556583235931]]], ""type"": ""Polygon""}";Grevenbroich;Hemmerden;1082;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080022
51.127137865256465, 6.601063170416381;"{""coordinates"": [[[6.601646788564051, 51.12711412719373], [6.601320453977528, 51.1267969604383], [6.600473567243425, 51.127156891419745], [6.600825484950924, 51.12747982930775], [6.601646788564051, 51.12711412719373]]], ""type"": ""Polygon""}";Grevenbroich;Hemmerden;3040;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080022
51.12459904643581, 6.5989386614724355;"{""coordinates"": [[[6.598947200218305, 51.124600077231456], [6.598939798998678, 51.124593745096654], [6.598930196008292, 51.12459807176423], [6.598937365462574, 51.12460430635954], [6.598947200218305, 51.124600077231456]]], ""type"": ""Polygon""}";Grevenbroich;Hemmerden;0;Nicht verfügbare Fläche;Grünfläche;;;;;;051620080022
51.12496778246788, 6.59811292430809;"{""coordinates"": [[[6.598669341419459, 51.12471234040763], [6.597789381411538, 51.12508882453184], [6.597925642365411, 51.12515335057033], [6.597889044102421, 51.12510008479662], [6.59792864273846, 51.12504784451941], [6.598669341419459, 51.12471234040763]]], ""type"": ""Polygon""}";Grevenbroich;Hemmerden;133;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080022
51.127221788904805, 6.599869007859585;"{""coordinates"": [[[6.599438905665482, 51.12733891843011], [6.599675627014207, 51.12748953466661], [6.600279107137241, 51.12712043755944], [6.600087401265718, 51.12694223380796], [6.599438905665482, 51.12733891843011]]], ""type"": ""Polygon""}";Grevenbroich;Hemmerden;1440;Nicht verfügbare Fläche;Grünfläche;;;;;;051620080022
51.12704418750079, 6.59926057050265;"{""coordinates"": [[[6.599188768876303, 51.12695268797947], [6.599006860929583, 51.127064020841004], [6.599222942586342, 51.12720150761312], [6.599512599858129, 51.127024308264865], [6.599298093846381, 51.126885829838805], [6.599188768876303, 51.12695268797947]]], ""type"": ""Polygon""}";Grevenbroich;Hemmerden;606;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080022
51.126703627753116, 6.599369366887171;"{""coordinates"": [[[6.598983973652775, 51.12680465267629], [6.599201206051411, 51.12694507638667], [6.59973726222248, 51.12661699192249], [6.599559384118127, 51.12645174992558], [6.598983973652775, 51.12680465267629]]], ""type"": ""Polygon""}";Grevenbroich;Hemmerden;1185;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080022
51.1261930426099, 6.5985767452526725;"{""coordinates"": [[[6.598274957653532, 51.126123138760036], [6.598211338965111, 51.12617038884872], [6.598535056759212, 51.126402653159865], [6.598657406402594, 51.12632738476923], [6.598737122002592, 51.12637874916586], [6.598838317219347, 51.12637956947577], [6.598956029759233, 51.12630735283075], [6.598543373362111, 51.125924352177705], [6.598274957653532, 51.126123138760036]]], ""type"": ""Polygon""}";Grevenbroich;Hemmerden;1408;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080022
51.12688604627062, 6.599085360148316;"{""coordinates"": [[[[6.598972343164792, 51.12681179522593], [6.599188768876303, 51.12695268797947], [6.599201206051411, 51.12694507638667], [6.598983973652775, 51.12680465267629], [6.598972343164792, 51.12681179522593]]], [[[6.599073774638467, 51.12702306738725], [6.59900362519793, 51.1270619619218], [6.599006860929583, 51.127064020841004], [6.599073774638467, 51.12702306738725]]]], ""type"": ""MultiPolygon""}";Grevenbroich;Hemmerden;26;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620080022
51.12666509931269, 6.600566530073867;"{""coordinates"": [[[6.600933426515463, 51.12642548200102], [6.600592358659966, 51.12657052425985], [6.600077767732611, 51.12678934938362], [6.600201337288149, 51.12690419837403], [6.601054099902526, 51.12654130837168], [6.600933426515463, 51.12642548200102]]], ""type"": ""Polygon""}";Grevenbroich;Hemmerden;1112;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080022
51.12787485410695, 6.6014048632839515;"{""coordinates"": [[[[6.601731404473924, 51.127468870114434], [6.601911872421243, 51.12738711441638], [6.601851030425363, 51.127412662418074], [6.601731404473924, 51.127468870114434]]], [[[6.60212446232649, 51.12760505054947], [6.602109247560524, 51.127588000955974], [6.600656481303261, 51.1281617415195], [6.600524430753127, 51.12823086076308], [6.60212446232649, 51.12760505054947]]]], ""type"": ""MultiPolygon""}";Grevenbroich;Hemmerden;257;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080022
51.125881388935795, 6.597363132705025;"{""coordinates"": [[[6.597278368473961, 51.12585625671368], [6.597438618937495, 51.125912564967805], [6.597445263775652, 51.12590511275692], [6.597284679138832, 51.12584965694927], [6.597278368473961, 51.12585625671368]]], ""type"": ""Polygon""}";Grevenbroich;Hemmerden;11;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080022
51.12654067256744, 6.598652269799101;"{""coordinates"": [[[6.598590251046899, 51.12656305129509], [6.598614986158246, 51.1265791535453], [6.598714325455625, 51.12651828846461], [6.598689466376769, 51.126502221711654], [6.598590251046899, 51.12656305129509]]], ""type"": ""Polygon""}";Grevenbroich;Hemmerden;24;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080022
51.126373535081306, 6.599480854673401;"{""coordinates"": [[[6.597789381411538, 51.12508882453184], [6.596952510892854, 51.12574175636156], [6.597620727208522, 51.125222078527756], [6.597716860418652, 51.12519321134348], [6.597822749332767, 51.12520572885953], [6.598405357100175, 51.125481620772156], [6.598793019671145, 51.12573974699735], [6.600993074650329, 51.127799710434516], [6.601122677291316, 51.12774463350009], [6.598893473777792, 51.125688936664694], [6.59849134024591, 51.125421251515526], [6.597789381411538, 51.12508882453184]]], ""type"": ""Polygon""}";Grevenbroich;Hemmerden;3534;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080022
51.12622284916251, 6.600100538524522;"{""coordinates"": [[[6.600793178838361, 51.12628973445996], [6.600276814636636, 51.125788249664936], [6.599401785481311, 51.126161394151296], [6.599933274617475, 51.12665527678524], [6.600793178838361, 51.12628973445996]]], ""type"": ""Polygon""}";Grevenbroich;Hemmerden;4868;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080022
51.12605405507894, 6.598045592166493;"{""coordinates"": [[[6.597843883098141, 51.126054964658366], [6.598203244246085, 51.12618345692207], [6.598274957653532, 51.126123138760036], [6.597955783538139, 51.125910119799336], [6.597915955831703, 51.12593951537269], [6.597843883098141, 51.126054964658366]]], ""type"": ""Polygon""}";Grevenbroich;Hemmerden;397;Nicht verfügbare Fläche;Grünfläche;;;;;;051620080022
51.12855983932721, 6.6011419873986314;"{""coordinates"": [[[6.600580365252608, 51.1285341621303], [6.601136001103609, 51.12886991303126], [6.601660840011725, 51.12852648314684], [6.601250797712082, 51.12827869782865], [6.600580365252608, 51.1285341621303]]], ""type"": ""Polygon""}";Grevenbroich;Hemmerden;2483;Nicht verfügbare Fläche;Gewerbefläche;;0;0;;0;051620080022
51.09016196725973, 6.605702964180069;"{""coordinates"": [[[6.605522036258106, 51.090089084021585], [6.605715548641665, 51.09032558708082], [6.605853415783265, 51.09028066331728], [6.6057791915846, 51.09019011996554], [6.605822317006444, 51.09017598660363], [6.605818219790433, 51.090145868631424], [6.605794971390881, 51.09007615243849], [6.605740069953976, 51.09001280179126], [6.605522036258106, 51.090089084021585]]], ""type"": ""Polygon""}";Grevenbroich;Heyerbusch;432;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620080023
51.090361786214224, 6.606670534419213;"{""coordinates"": [[[6.606601684567163, 51.090456233058966], [6.606744441238854, 51.09033713228916], [6.606844553087378, 51.090225839565505], [6.606712215974667, 51.090283868128786], [6.606494198448472, 51.09049106154241], [6.606601684567163, 51.090456233058966]]], ""type"": ""Polygon""}";Grevenbroich;Heyerbusch;135;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080023
51.09017515554851, 6.6051940276268075;"{""coordinates"": [[[6.604564346825283, 51.090365568178065], [6.604582612269954, 51.090417737082234], [6.605841884109962, 51.08997730038419], [6.6058022899655, 51.089934495536355], [6.604564346825283, 51.090365568178065]]], ""type"": ""Polygon""}";Grevenbroich;Heyerbusch;559;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080023
51.09038886826226, 6.606272937280622;"{""coordinates"": [[[6.606494198448472, 51.09049106154241], [6.606712215974667, 51.090283868128786], [6.606560672881182, 51.09014669127737], [6.60582015026998, 51.09037520911289], [6.606036473573549, 51.09063937457193], [6.606494198448472, 51.09049106154241]]], ""type"": ""Polygon""}";Grevenbroich;Heyerbusch;1769;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080023
51.09014679117061, 6.606361238017319;"{""coordinates"": [[[6.606076937287206, 51.090250892413316], [6.606173387602631, 51.090221216280504], [6.606524001854654, 51.09011338821101], [6.606482708097673, 51.090076124227], [6.606076937287206, 51.090250892413316]]], ""type"": ""Polygon""}";Grevenbroich;Heyerbusch;87;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080023
51.090231099311445, 6.606064448889681;"{""coordinates"": [[[6.605765980061716, 51.09030908569945], [6.605790573239249, 51.0903390839493], [6.606076937287206, 51.090250892413316], [6.606482708097673, 51.090076124227], [6.606028408498927, 51.090223731045185], [6.606042273995338, 51.0902402911367], [6.605970377331572, 51.09026426573776], [6.605765980061716, 51.09030908569945]]], ""type"": ""Polygon""}";Grevenbroich;Heyerbusch;138;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080023
51.090127953934754, 6.605906622943461;"{""coordinates"": [[[6.605740069953976, 51.09001280179126], [6.605794971390881, 51.09007615243849], [6.605818219790433, 51.090145868631424], [6.605822317006444, 51.09017598660363], [6.6057791915846, 51.09019011996554], [6.605853415783265, 51.09028066331728], [6.606103744811914, 51.090199286985104], [6.605888056617252, 51.08996116167928], [6.605740069953976, 51.09001280179126]]], ""type"": ""Polygon""}";Grevenbroich;Heyerbusch;468;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620080023
51.09012917549049, 6.6051379563787584;"{""coordinates"": [[[6.604384931703478, 51.0903530773332], [6.604553274191091, 51.09033144036978], [6.604564346825283, 51.090365568178065], [6.6058022899655, 51.089934495536355], [6.605753663260855, 51.089881884293206], [6.604384931703478, 51.0903530773332]]], ""type"": ""Polygon""}";Grevenbroich;Heyerbusch;708;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080023
51.090256355276544, 6.605955567044428;"{""coordinates"": [[[6.605853415783265, 51.09028066331728], [6.605862844500487, 51.09029191683135], [6.606042273995338, 51.0902402911367], [6.606028408498927, 51.090223731045185], [6.605853415783265, 51.09028066331728]]], ""type"": ""Polygon""}";Grevenbroich;Heyerbusch;23;Nicht verfügbare Fläche;Wohnbereich;;;;;;051620080023
51.089815381130805, 6.606674680095241;"{""coordinates"": [[[6.606965554359518, 51.08997719261606], [6.606997593672441, 51.0898817370286], [6.607048479640026, 51.08948197335638], [6.606163640881798, 51.08978750337371], [6.606524001854654, 51.09011338821101], [6.606965554359518, 51.08997719261606]]], ""type"": ""Polygon""}";Grevenbroich;Heyerbusch;2392;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080023
51.090157836586634, 6.606764891305106;"{""coordinates"": [[[6.606844553087378, 51.090225839565505], [6.606910035780014, 51.090122374128164], [6.606946277411835, 51.09002760212347], [6.606560672881182, 51.09014669127737], [6.606712215974667, 51.090283868128786], [6.606844553087378, 51.090225839565505]]], ""type"": ""Polygon""}";Grevenbroich;Heyerbusch;366;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080023
51.09023164232001, 6.606218923226376;"{""coordinates"": [[[6.605811955837958, 51.09036514952211], [6.60582015026998, 51.09037520911289], [6.606560672881182, 51.09014669127737], [6.606524001854654, 51.09011338821101], [6.606076937287206, 51.090250892413316], [6.605811955837958, 51.09036514952211]]], ""type"": ""Polygon""}";Grevenbroich;Heyerbusch;221;Nicht verfügbare Fläche;Straßenfläche;;;;;;051620080023
51.090616154622865, 6.605638148315784;"{""coordinates"": [[[6.606036473573549, 51.09063937457193], [6.605890267371166, 51.09046090202273], [6.605725213615807, 51.090514620744194], [6.605507129614282, 51.09046420217579], [6.605266249065791, 51.09054271347566], [6.605490831480083, 51.09081617126069], [6.606036473573549, 51.09063937457193]]], ""type"": ""Polygon""}";Grevenbroich;Heyerbusch;1252;Nicht verfügbare Fläche;Gewerbefläche;;;;;;051620080023
