"Straßenschlüssel","Straßenname","Hausnummer","Statistischer Bezirk","Ortsteil"
"06172","Bamberger Straße","54","631","Grünau-Siedlung"
"06172","Bamberger Straße","54A","631","Grünau-Siedlung"
"06172","Bamberger Straße","55","631","Grünau-Siedlung"
"06172","Bamberger Straße","55A","631","Grünau-Siedlung"
"06172","Bamberger Straße","56","631","Grünau-Siedlung"
"06172","Bamberger Straße","57","631","Grünau-Siedlung"
"06172","Bamberger Straße","57A","631","Grünau-Siedlung"
"06172","Bamberger Straße","58","631","Grünau-Siedlung"
"06172","Bamberger Straße","59","631","Grünau-Siedlung"
"06172","Bamberger Straße","59A","631","Grünau-Siedlung"
"06172","Bamberger Straße","60","631","Grünau-Siedlung"
"06172","Bamberger Straße","61","631","Grünau-Siedlung"
"06172","Bamberger Straße","62","631","Grünau-Siedlung"
"06172","Bamberger Straße","62A","631","Grünau-Siedlung"
"06172","Bamberger Straße","63","631","Grünau-Siedlung"
"06172","Bamberger Straße","64","631","Grünau-Siedlung"
"06172","Bamberger Straße","65","631","Grünau-Siedlung"
"03124","Barbarastraße","2","247","Paunsdorf"
"03124","Barbarastraße","4","247","Paunsdorf"
"03124","Barbarastraße","6","247","Paunsdorf"
"03124","Barbarastraße","8","247","Paunsdorf"
"03124","Barbarastraße","11","247","Paunsdorf"
"03124","Barbarastraße","12","247","Paunsdorf"
"03124","Barbarastraße","14","247","Paunsdorf"
"03124","Barbarastraße","15","247","Paunsdorf"
"03124","Barbarastraße","15A","247","Paunsdorf"
"03124","Barbarastraße","16","247","Paunsdorf"
"03124","Barbarastraße","17","247","Paunsdorf"
"03124","Barbarastraße","17A","247","Paunsdorf"
"03124","Barbarastraße","18","247","Paunsdorf"
"03124","Barbarastraße","19","247","Paunsdorf"
"03124","Barbarastraße","20","247","Paunsdorf"
"03124","Barbarastraße","21","247","Paunsdorf"
"03124","Barbarastraße","22","247","Paunsdorf"
"03124","Barbarastraße","23","247","Paunsdorf"
"03124","Barbarastraße","24","247","Paunsdorf"
"03124","Barbarastraße","26","247","Paunsdorf"
"06049","Barbussestraße","1","530","Großzschocher"
"06049","Barbussestraße","2","530","Großzschocher"
"06049","Barbussestraße","3","530","Großzschocher"
"06049","Barbussestraße","4","530","Großzschocher"
"06049","Barbussestraße","6","530","Großzschocher"
"06049","Barbussestraße","8","530","Großzschocher"
"06049","Barbussestraße","9","530","Großzschocher"
"06049","Barbussestraße","10","530","Großzschocher"
"06049","Barbussestraße","11","530","Großzschocher"
"06049","Barbussestraße","12","530","Großzschocher"
"06049","Barbussestraße","13","530","Großzschocher"
"06049","Barbussestraße","14","530","Großzschocher"
"06049","Barbussestraße","15","530","Großzschocher"
"06049","Barbussestraße","16","530","Großzschocher"
"06049","Barbussestraße","17","530","Großzschocher"
"06049","Barbussestraße","19","530","Großzschocher"
"06049","Barbussestraße","20","530","Großzschocher"
"06049","Barbussestraße","21","530","Großzschocher"
"06049","Barbussestraße","22","530","Großzschocher"
"06049","Barbussestraße","23","530","Großzschocher"
"06049","Barbussestraße","24","530","Großzschocher"
"06049","Barbussestraße","25","530","Großzschocher"
"06049","Barbussestraße","26","530","Großzschocher"
"06049","Barbussestraße","27","530","Großzschocher"
"06049","Barbussestraße","28","530","Großzschocher"
"06049","Barbussestraße","29","530","Großzschocher"
"06049","Barbussestraße","30","530","Großzschocher"
"06049","Barbussestraße","31","530","Großzschocher"
"06049","Barbussestraße","32","530","Großzschocher"
"06049","Barbussestraße","33","530","Großzschocher"
"06049","Barbussestraße","34","530","Großzschocher"
"06049","Barbussestraße","35","530","Großzschocher"
"06049","Barbussestraße","36","530","Großzschocher"
"06049","Barbussestraße","37","530","Großzschocher"
"06049","Barbussestraße","39","530","Großzschocher"
"04245","Barclayweg","1","330","Meusdorf"
"04245","Barclayweg","1A","330","Meusdorf"
"04245","Barclayweg","2","330","Meusdorf"
"04245","Barclayweg","3","330","Meusdorf"
"04245","Barclayweg","4","330","Meusdorf"
"04245","Barclayweg","5","330","Meusdorf"
"04245","Barclayweg","6","330","Meusdorf"
"04245","Barclayweg","7","330","Meusdorf"
"04245","Barclayweg","8","330","Meusdorf"
"04245","Barclayweg","9","330","Meusdorf"
"04245","Barclayweg","10","330","Meusdorf"
"04245","Barclayweg","11","330","Meusdorf"
"04245","Barclayweg","12","330","Meusdorf"
"04245","Barclayweg","13","330","Meusdorf"
"04245","Barclayweg","14","330","Meusdorf"
"04245","Barclayweg","15","330","Meusdorf"
"04245","Barclayweg","16","330","Meusdorf"
"04245","Barclayweg","17","330","Meusdorf"
"04245","Barclayweg","18","330","Meusdorf"
"04245","Barclayweg","20","330","Meusdorf"
"04245","Barclayweg","21","330","Meusdorf"
"04245","Barclayweg","22","330","Meusdorf"
"04245","Barclayweg","24","330","Meusdorf"
"04245","Barclayweg","26","330","Meusdorf"
"04245","Barclayweg","28","330","Meusdorf"
"04245","Barclayweg","30","330","Meusdorf"
"04245","Barclayweg","32","330","Meusdorf"
"04245","Barclayweg","34","330","Meusdorf"
"04245","Barclayweg","36","330","Meusdorf"
"04245","Barclayweg","38","330","Meusdorf"
"04245","Barclayweg","40","330","Meusdorf"
"04245","Barclayweg","42","330","Meusdorf"
"04245","Barclayweg","44","330","Meusdorf"
"04245","Barclayweg","46","330","Meusdorf"
"04245","Barclayweg","48","330","Meusdorf"
"04245","Barclayweg","50","330","Meusdorf"
"04245","Barclayweg","52","330","Meusdorf"
"04245","Barclayweg","54","330","Meusdorf"
"04245","Barclayweg","56","330","Meusdorf"
"04245","Barclayweg","58","330","Meusdorf"
"04245","Barclayweg","60","330","Meusdorf"
"04245","Barclayweg","62","330","Meusdorf"
"04245","Barclayweg","64","330","Meusdorf"
"04245","Barclayweg","66","330","Meusdorf"
"04245","Barclayweg","68","330","Meusdorf"
"04245","Barclayweg","70","330","Meusdorf"
"04245","Barclayweg","72","330","Meusdorf"
"04245","Barclayweg","74","330","Meusdorf"
"04245","Barclayweg","76","330","Meusdorf"
"04245","Barclayweg","78","330","Meusdorf"
"04245","Barclayweg","80","330","Meusdorf"
"04245","Barclayweg","82","330","Meusdorf"
"04245","Barclayweg","84","330","Meusdorf"
"04245","Barclayweg","86","330","Meusdorf"
"04245","Barclayweg","86C","330","Meusdorf"
"04245","Barclayweg","88","330","Meusdorf"
"04245","Barclayweg","90","330","Meusdorf"
"04245","Barclayweg","92","330","Meusdorf"
"04245","Barclayweg","94","330","Meusdorf"
"04245","Barclayweg","96","330","Meusdorf"
"06201","Bärenfelser Weg","1","631","Grünau-Siedlung"
"06201","Bärenfelser Weg","1A","631","Grünau-Siedlung"
"06201","Bärenfelser Weg","1B","631","Grünau-Siedlung"
"06201","Bärenfelser Weg","3","631","Grünau-Siedlung"
"06201","Bärenfelser Weg","5","631","Grünau-Siedlung"
"06201","Bärenfelser Weg","5A","631","Grünau-Siedlung"
"06201","Bärenfelser Weg","5B","631","Grünau-Siedlung"
"06201","Bärenfelser Weg","5C","631","Grünau-Siedlung"
"06201","Bärenfelser Weg","7","631","Grünau-Siedlung"
"06201","Bärenfelser Weg","9","631","Grünau-Siedlung"
"01015","Barfußgäßchen","2","001","Zentrum"
"01015","Barfußgäßchen","3","001","Zentrum"
"01015","Barfußgäßchen","4","001","Zentrum"
"01015","Barfußgäßchen","5","001","Zentrum"
"01015","Barfußgäßchen","6","001","Zentrum"
"01015","Barfußgäßchen","7","001","Zentrum"
"01015","Barfußgäßchen","8","001","Zentrum"
"01015","Barfußgäßchen","9","001","Zentrum"
"01015","Barfußgäßchen","10","001","Zentrum"
"01015","Barfußgäßchen","11","001","Zentrum"
"01015","Barfußgäßchen","12","001","Zentrum"
"01015","Barfußgäßchen","13","001","Zentrum"
"01015","Barfußgäßchen","15","001","Zentrum"
"04294","Bärlauchweg","1","410","Connewitz"
"04294","Bärlauchweg","2","410","Connewitz"
"04294","Bärlauchweg","3","410","Connewitz"
"04294","Bärlauchweg","4","410","Connewitz"
"04294","Bärlauchweg","5","410","Connewitz"
"04294","Bärlauchweg","6","410","Connewitz"
"04294","Bärlauchweg","7","410","Connewitz"
"04294","Bärlauchweg","8","410","Connewitz"
"04294","Bärlauchweg","9","410","Connewitz"
"04294","Bärlauchweg","10","410","Connewitz"
"04294","Bärlauchweg","11","410","Connewitz"
"04294","Bärlauchweg","12","410","Connewitz"
"04294","Bärlauchweg","13","410","Connewitz"
"04294","Bärlauchweg","14","410","Connewitz"
"04294","Bärlauchweg","15","410","Connewitz"
"04294","Bärlauchweg","16","410","Connewitz"
"04294","Bärlauchweg","17","410","Connewitz"
"04294","Bärlauchweg","18","410","Connewitz"
"04294","Bärlauchweg","19","410","Connewitz"
"04294","Bärlauchweg","20","410","Connewitz"
"04294","Bärlauchweg","21","410","Connewitz"
"04294","Bärlauchweg","22","410","Connewitz"
"04294","Bärlauchweg","23","410","Connewitz"
"04294","Bärlauchweg","24","410","Connewitz"
"04294","Bärlauchweg","25","410","Connewitz"
"04294","Bärlauchweg","26","410","Connewitz"
"04294","Bärlauchweg","27","410","Connewitz"
"04294","Bärlauchweg","28","410","Connewitz"
"04294","Bärlauchweg","29","410","Connewitz"
"04294","Bärlauchweg","30","410","Connewitz"
"04294","Bärlauchweg","31","410","Connewitz"
"04294","Bärlauchweg","32","410","Connewitz"
"04294","Bärlauchweg","33","410","Connewitz"
"04294","Bärlauchweg","34","410","Connewitz"
"04294","Bärlauchweg","36","410","Connewitz"
"04294","Bärlauchweg","38","410","Connewitz"
"04294","Bärlauchweg","40","410","Connewitz"
"04294","Bärlauchweg","42","410","Connewitz"
"04294","Bärlauchweg","44","410","Connewitz"
"04294","Bärlauchweg","46","410","Connewitz"
"04294","Bärlauchweg","48","410","Connewitz"
"04294","Bärlauchweg","50","410","Connewitz"
"07341","Barnecker Straße","1","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","2","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","3","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","4","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","5","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","6","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","6A","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","6B","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","6C","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","6D","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","7","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","8","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","8A","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","8B","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","8C","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","8D","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","9","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","10","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","10A","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","10B","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","11","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","12","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","14","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","15","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","15A","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","16","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","17","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","18","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","20","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","22","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","23","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","23B","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","23C","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","23D","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","24","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","25","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","25A","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","25B","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","25C","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","25D","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","26","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","27","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","28","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","30","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","31","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","32","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","34","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","36A","740","Böhlitz-Ehrenberg"
"07341","Barnecker Straße","36B","740","Böhlitz-Ehrenberg"
"04271","Barnet-Licht-Platz","1","308","Reudnitz-Thonberg"
"05166","Basedowstraße","1","410","Connewitz"
"05166","Basedowstraße","2","410","Connewitz"
"09316","Basilikumweg","1","953","Wiederitzsch"
"09316","Basilikumweg","3","953","Wiederitzsch"
"09316","Basilikumweg","5","953","Wiederitzsch"
"09316","Basilikumweg","7","953","Wiederitzsch"
"09316","Basilikumweg","9","953","Wiederitzsch"
"09316","Basilikumweg","10","953","Wiederitzsch"
"09316","Basilikumweg","11","953","Wiederitzsch"
"09316","Basilikumweg","13","953","Wiederitzsch"
"09316","Basilikumweg","15","953","Wiederitzsch"
"06238","Basteistraße","1","647","Lausen-Grünau"
"06238","Basteistraße","2","647","Lausen-Grünau"
"06238","Basteistraße","3","647","Lausen-Grünau"
"06238","Basteistraße","4","647","Lausen-Grünau"
"06238","Basteistraße","5","647","Lausen-Grünau"
"06238","Basteistraße","6","647","Lausen-Grünau"
"06238","Basteistraße","7","647","Lausen-Grünau"
"06238","Basteistraße","8","647","Lausen-Grünau"
"06238","Basteistraße","9","647","Lausen-Grünau"
"06238","Basteistraße","11","647","Lausen-Grünau"
"06238","Basteistraße","13","647","Lausen-Grünau"
"06238","Basteistraße","15","647","Lausen-Grünau"
"02386","Bästleinstraße","1","113","Schönefeld-Ost"
"02386","Bästleinstraße","3","113","Schönefeld-Ost"
"02386","Bästleinstraße","4","115","Schönefeld-Ost"
"02386","Bästleinstraße","5","113","Schönefeld-Ost"
"02386","Bästleinstraße","6","115","Schönefeld-Ost"
"02386","Bästleinstraße","7","113","Schönefeld-Ost"
"02386","Bästleinstraße","8","115","Schönefeld-Ost"
"02386","Bästleinstraße","9","113","Schönefeld-Ost"
"02386","Bästleinstraße","10","115","Schönefeld-Ost"
"02386","Bästleinstraße","11","113","Schönefeld-Ost"
"02386","Bästleinstraße","13","113","Schönefeld-Ost"
"02386","Bästleinstraße","14","115","Schönefeld-Ost"
"02386","Bästleinstraße","15","113","Schönefeld-Ost"
"02386","Bästleinstraße","17","113","Schönefeld-Ost"
"02386","Bästleinstraße","18","116","Schönefeld-Ost"
"02386","Bästleinstraße","19","113","Schönefeld-Ost"
"02386","Bästleinstraße","20","116","Schönefeld-Ost"
"02386","Bästleinstraße","21","113","Schönefeld-Ost"
"02386","Bästleinstraße","22","116","Schönefeld-Ost"
"02386","Bästleinstraße","23","113","Schönefeld-Ost"
"02386","Bästleinstraße","24","116","Schönefeld-Ost"
"02386","Bästleinstraße","25","113","Schönefeld-Ost"
"02386","Bästleinstraße","26","116","Schönefeld-Ost"
"02386","Bästleinstraße","27","113","Schönefeld-Ost"
"02386","Bästleinstraße","28","116","Schönefeld-Ost"
"02386","Bästleinstraße","29","113","Schönefeld-Ost"
"02386","Bästleinstraße","30","116","Schönefeld-Ost"
"02386","Bästleinstraße","31","113","Schönefeld-Ost"
"02386","Bästleinstraße","32","116","Schönefeld-Ost"
"02386","Bästleinstraße","33","113","Schönefeld-Ost"
"02386","Bästleinstraße","34","116","Schönefeld-Ost"
"02386","Bästleinstraße","35","113","Schönefeld-Ost"
"02386","Bästleinstraße","36","116","Schönefeld-Ost"
"02386","Bästleinstraße","37","113","Schönefeld-Ost"
"02386","Bästleinstraße","38","116","Schönefeld-Ost"
"02386","Bästleinstraße","39","113","Schönefeld-Ost"
"02386","Bästleinstraße","40","116","Schönefeld-Ost"
"02386","Bästleinstraße","41","113","Schönefeld-Ost"
"02386","Bästleinstraße","42","116","Schönefeld-Ost"
"07139","Bauerngrabenstraße","1","730","Leutzsch"
"07139","Bauerngrabenstraße","2","730","Leutzsch"
"07139","Bauerngrabenstraße","3","730","Leutzsch"
"07139","Bauerngrabenstraße","5","730","Leutzsch"
"07139","Bauerngrabenstraße","6","730","Leutzsch"
"07139","Bauerngrabenstraße","7","730","Leutzsch"
"07139","Bauerngrabenstraße","9","730","Leutzsch"
"07139","Bauerngrabenstraße","10","730","Leutzsch"
"07139","Bauerngrabenstraße","11","730","Leutzsch"
"07139","Bauerngrabenstraße","12","730","Leutzsch"
"07139","Bauerngrabenstraße","13","730","Leutzsch"
"07139","Bauerngrabenstraße","14","730","Leutzsch"
"07139","Bauerngrabenstraße","15","730","Leutzsch"
"07139","Bauerngrabenstraße","16","730","Leutzsch"
"07139","Bauerngrabenstraße","18","730","Leutzsch"
"07139","Bauerngrabenstraße","20","730","Leutzsch"
"07139","Bauerngrabenstraße","22","730","Leutzsch"
"07139","Bauerngrabenstraße","24","730","Leutzsch"
"07139","Bauerngrabenstraße","26","730","Leutzsch"
"07139","Bauerngrabenstraße","28","730","Leutzsch"
"07139","Bauerngrabenstraße","30","730","Leutzsch"
"07139","Bauerngrabenstraße","32","730","Leutzsch"
"07139","Bauerngrabenstraße","34","730","Leutzsch"
"07139","Bauerngrabenstraße","36","730","Leutzsch"
"07139","Bauerngrabenstraße","38","730","Leutzsch"
"07139","Bauerngrabenstraße","40","730","Leutzsch"
"07139","Bauerngrabenstraße","40A","730","Leutzsch"
"07139","Bauerngrabenstraße","42","730","Leutzsch"
"07139","Bauerngrabenstraße","44","730","Leutzsch"
"04018","Bauhofstraße","3","020","Zentrum-Südost"
"04018","Bauhofstraße","9","021","Zentrum-Südost"
"04018","Bauhofstraße","11","021","Zentrum-Südost"
"06034","Baumannstraße","1","524","Kleinzschocher"
"06034","Baumannstraße","2","524","Kleinzschocher"
"06034","Baumannstraße","3","524","Kleinzschocher"
"06034","Baumannstraße","4","524","Kleinzschocher"
"06034","Baumannstraße","5","524","Kleinzschocher"
"06034","Baumannstraße","6","524","Kleinzschocher"
"06034","Baumannstraße","7","524","Kleinzschocher"
"06034","Baumannstraße","8","524","Kleinzschocher"
"06034","Baumannstraße","9","524","Kleinzschocher"
"06034","Baumannstraße","10","524","Kleinzschocher"
"06034","Baumannstraße","11","524","Kleinzschocher"
"06034","Baumannstraße","12","524","Kleinzschocher"
"06034","Baumannstraße","13","525","Kleinzschocher"
"06034","Baumannstraße","14","524","Kleinzschocher"
"06034","Baumannstraße","15","525","Kleinzschocher"
"06034","Baumannstraße","16","525","Kleinzschocher"
"06034","Baumannstraße","18","525","Kleinzschocher"
"02745","Baumeister-Günther-Straße","1","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","1A","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","2","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","3","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","4","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","4A","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","5","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","6","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","6A","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","7","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","8","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","9","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","11","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","12","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","13","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","14","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","16","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","18","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","21","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","22","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","23","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","24","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","25","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","26","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","28","273","Engelsdorf"
"02745","Baumeister-Günther-Straße","30","273","Engelsdorf"
"03230","Baumeyerstraße","1","313","Stötteritz"
"03230","Baumeyerstraße","2","313","Stötteritz"
"03230","Baumeyerstraße","4","313","Stötteritz"
"03230","Baumeyerstraße","6","313","Stötteritz"
"03230","Baumeyerstraße","8","313","Stötteritz"
"07167","Baumgarten-Crusius-Straße","2","734","Leutzsch"
"07167","Baumgarten-Crusius-Straße","2A","734","Leutzsch"
"07167","Baumgarten-Crusius-Straße","3","734","Leutzsch"
"07167","Baumgarten-Crusius-Straße","4","734","Leutzsch"
"07167","Baumgarten-Crusius-Straße","5","734","Leutzsch"
"07167","Baumgarten-Crusius-Straße","6","734","Leutzsch"
"07167","Baumgarten-Crusius-Straße","6A","734","Leutzsch"
"07167","Baumgarten-Crusius-Straße","7","734","Leutzsch"
"07167","Baumgarten-Crusius-Straße","8","734","Leutzsch"
"07167","Baumgarten-Crusius-Straße","9","734","Leutzsch"
"07167","Baumgarten-Crusius-Straße","10","734","Leutzsch"
"07167","Baumgarten-Crusius-Straße","11","734","Leutzsch"
"07167","Baumgarten-Crusius-Straße","11A","734","Leutzsch"
"07167","Baumgarten-Crusius-Straße","12","734","Leutzsch"
"07167","Baumgarten-Crusius-Straße","13","734","Leutzsch"
"07167","Baumgarten-Crusius-Straße","14","734","Leutzsch"
"03410","Baumschulenweg","1","352","Holzhausen"
"03410","Baumschulenweg","2","352","Holzhausen"
"03410","Baumschulenweg","3","352","Holzhausen"
"03410","Baumschulenweg","5","352","Holzhausen"
"03410","Baumschulenweg","7","352","Holzhausen"
"03410","Baumschulenweg","8","352","Holzhausen"
"03410","Baumschulenweg","9","352","Holzhausen"
"03410","Baumschulenweg","10","352","Holzhausen"
"03410","Baumschulenweg","11","352","Holzhausen"
"03410","Baumschulenweg","12","352","Holzhausen"
"03410","Baumschulenweg","13","352","Holzhausen"
"03410","Baumschulenweg","14","352","Holzhausen"
"03410","Baumschulenweg","15","352","Holzhausen"
"03410","Baumschulenweg","16","352","Holzhausen"
"03410","Baumschulenweg","17","352","Holzhausen"
"03410","Baumschulenweg","18","352","Holzhausen"
"03410","Baumschulenweg","18A","352","Holzhausen"
"03410","Baumschulenweg","19","352","Holzhausen"
"03410","Baumschulenweg","20","352","Holzhausen"
"03410","Baumschulenweg","21","352","Holzhausen"
"03410","Baumschulenweg","25","352","Holzhausen"
"02270","Baunackstraße","1","106","Schönefeld-Abtnaundorf"
"02270","Baunackstraße","2","106","Schönefeld-Abtnaundorf"
"02270","Baunackstraße","3","106","Schönefeld-Abtnaundorf"
"02270","Baunackstraße","4","106","Schönefeld-Abtnaundorf"
"02270","Baunackstraße","5","106","Schönefeld-Abtnaundorf"
"02270","Baunackstraße","6","106","Schönefeld-Abtnaundorf"
"02270","Baunackstraße","7","106","Schönefeld-Abtnaundorf"
"02270","Baunackstraße","8","107","Schönefeld-Abtnaundorf"
"02270","Baunackstraße","9","106","Schönefeld-Abtnaundorf"
"02270","Baunackstraße","10","107","Schönefeld-Abtnaundorf"
"06109","Bausestraße","2","723","Neulindenau"
"06109","Bausestraße","4","723","Neulindenau"
"06109","Bausestraße","6","723","Neulindenau"
"06109","Bausestraße","8","723","Neulindenau"
"06109","Bausestraße","10","723","Neulindenau"
"06109","Bausestraße","12","723","Neulindenau"
"06109","Bausestraße","14","723","Neulindenau"
"06109","Bausestraße","16","723","Neulindenau"
"06109","Bausestraße","18","723","Neulindenau"
"06109","Bausestraße","20","723","Neulindenau"
"06109","Bausestraße","22","723","Neulindenau"
"03040","Bautzmannstraße","1","215","Volkmarsdorf"
"03040","Bautzmannstraße","2","215","Volkmarsdorf"
"03040","Bautzmannstraße","3","215","Volkmarsdorf"
"03040","Bautzmannstraße","5","215","Volkmarsdorf"
"03040","Bautzmannstraße","6","215","Volkmarsdorf"
"03040","Bautzmannstraße","7","215","Volkmarsdorf"
"03040","Bautzmannstraße","9","215","Volkmarsdorf"
"03040","Bautzmannstraße","11","215","Volkmarsdorf"
"03040","Bautzmannstraße","12","213","Volkmarsdorf"
"03040","Bautzmannstraße","13","215","Volkmarsdorf"
"03040","Bautzmannstraße","14","213","Volkmarsdorf"
"03040","Bautzmannstraße","15","213","Volkmarsdorf"
"03040","Bautzmannstraße","16","213","Volkmarsdorf"
"03040","Bautzmannstraße","17","213","Volkmarsdorf"
"03040","Bautzmannstraße","18","213","Volkmarsdorf"
"03040","Bautzmannstraße","19","213","Volkmarsdorf"
"03040","Bautzmannstraße","20","213","Volkmarsdorf"
"03040","Bautzmannstraße","21","213","Volkmarsdorf"
"03040","Bautzmannstraße","22","213","Volkmarsdorf"
"03040","Bautzmannstraße","23","213","Volkmarsdorf"
"03040","Bautzmannstraße","24","213","Volkmarsdorf"
"03040","Bautzmannstraße","26","213","Volkmarsdorf"
"03040","Bautzmannstraße","28","213","Volkmarsdorf"
"02141","Bautzner Straße","1","111","Schönefeld-Ost"
"02141","Bautzner Straße","1A","111","Schönefeld-Ost"
"02141","Bautzner Straße","3","111","Schönefeld-Ost"
"02141","Bautzner Straße","5","111","Schönefeld-Ost"
"02141","Bautzner Straße","7","110","Schönefeld-Ost"
"02141","Bautzner Straße","9","110","Schönefeld-Ost"
"02141","Bautzner Straße","11","110","Schönefeld-Ost"
"02141","Bautzner Straße","13","110","Schönefeld-Ost"
"02141","Bautzner Straße","15","110","Schönefeld-Ost"
"02141","Bautzner Straße","16","111","Schönefeld-Ost"
"02141","Bautzner Straße","17","110","Schönefeld-Ost"
"02141","Bautzner Straße","18","111","Schönefeld-Ost"
"02141","Bautzner Straße","20","111","Schönefeld-Ost"
"02141","Bautzner Straße","21","110","Schönefeld-Ost"
"02141","Bautzner Straße","22","111","Schönefeld-Ost"
"02141","Bautzner Straße","23","110","Schönefeld-Ost"
"02141","Bautzner Straße","24","111","Schönefeld-Ost"
"02141","Bautzner Straße","25","110","Schönefeld-Ost"
"02141","Bautzner Straße","26","111","Schönefeld-Ost"
"02141","Bautzner Straße","28","111","Schönefeld-Ost"
"02141","Bautzner Straße","29","110","Schönefeld-Ost"
"02141","Bautzner Straße","30","111","Schönefeld-Ost"
"02141","Bautzner Straße","31","110","Schönefeld-Ost"
"02141","Bautzner Straße","32","111","Schönefeld-Ost"
"02141","Bautzner Straße","32A","111","Schönefeld-Ost"
"02141","Bautzner Straße","33","110","Schönefeld-Ost"
"02141","Bautzner Straße","34","111","Schönefeld-Ost"
"02141","Bautzner Straße","35","110","Schönefeld-Ost"
"02141","Bautzner Straße","36","111","Schönefeld-Ost"
"02141","Bautzner Straße","37","110","Schönefeld-Ost"
"02141","Bautzner Straße","38","111","Schönefeld-Ost"
"02141","Bautzner Straße","39","110","Schönefeld-Ost"
"02141","Bautzner Straße","40","111","Schönefeld-Ost"
"02141","Bautzner Straße","41","110","Schönefeld-Ost"
"02141","Bautzner Straße","42","111","Schönefeld-Ost"
"02141","Bautzner Straße","43","110","Schönefeld-Ost"
"02141","Bautzner Straße","44","111","Schönefeld-Ost"
"02141","Bautzner Straße","45","110","Schönefeld-Ost"
