st_transform,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,strasse_name,strasse_schluessel,id,reinigungsklasse,fahrbahnwinterdienst,laenge,kehrmeter,kehrmeter_pro_jahr
"MULTILINESTRING ((12.1139035970439 54.0808304808641,12.113923933341 54.0807244485232,12.1140745382087 54.0805404000382,12.1137547851678 54.080441787261,12.113669973679 54.0805486891,12.1136093347967 54.0807233086113,12.1136071606116 54.0808223161018),(12.11334488885 54.0808479887008,12.1133396496646 54.0807756711549,12.113319660622 54.0807293317257,12.1132603686648 54.0806698225928,12.1131449625247 54.0805954525223,12.1130348877128 54.0806273599394,12.1128423364843 54.080670485016),(12.1137872439219 54.0804105815245,12.1137852559462 54.0804099545139,12.1136902876208 54.0803784200712,12.1135647580358 54.0803455667876,12.1134089645229 54.0803083396727),(12.1129747440834 54.0801978837585,12.1134089645229 54.0803083396727,12.1132962489679 54.0803239884909,12.1132062252746 54.0803687245273,12.1131501295596 54.0804167527237,12.11312766979 54.0804730146903,12.1131194689702 54.0805475010876,12.1131449625247 54.0805954525223),(12.1137547851678 54.080441787261,12.1137852559462 54.0804099545139,12.1137854079977 54.0804096848453))",f8500969-e40b-4d4d-8d5e-7e54c85ef02f,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Bei der Tweel,"01230",0000001230-001,6,A,260.48,602.39,31324.07
"MULTILINESTRING ((12.09967 54.095808,12.099813 54.09597,12.10016 54.096353,12.100469 54.096708,12.100635 54.096905,12.100805 54.097123,12.100911 54.09723,12.101038 54.097309,12.101545 54.097526,12.102076 54.097744,12.101602 54.098189,12.10134 54.098449,12.100965 54.098829,12.100869 54.098982,12.10084 54.099099,12.100834 54.099252,12.100868 54.099418,12.100872 54.099557,12.100829 54.099647,12.100751 54.099723,12.100518 54.099863,12.100259 54.09998,12.100056 54.100035,12.099901 54.100111,12.099669 54.100321,12.099386 54.100571,12.099299 54.100615,12.099117 54.100658,12.098964 54.100701,12.098843 54.100789,12.098526 54.101077,12.098162 54.101421),(12.099299 54.100615,12.099388 54.100697,12.099441 54.100767))",be2fa665-15b3-45d3-bcc4-61de2e13ec66,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Schonenfahrerstr.,"08340",0000008340-001,7,A,796.10,1841.06,47867.58
"MULTILINESTRING ((12.112793 54.092672,12.112991 54.092638,12.113984 54.092646,12.11426 54.092601,12.114758 54.092486,12.115596 54.092256,12.116379 54.092057,12.117678 54.091717,12.117975 54.091638,12.118458 54.091521,12.119075 54.091371,12.119844 54.091182,12.12045 54.091038,12.120857 54.090941,12.121055 54.090911,12.121779 54.090829,12.122584 54.090743,12.123949 54.090596,12.124483 54.090529,12.124634 54.090497,12.125377 54.09028,12.126071 54.09008,12.126757 54.089859,12.12793 54.089881))",611ecb46-a871-4ee7-8ce4-24cf72d48e6a,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Patriotischer Weg,"07520",0000007520-001,6,B,1051.91,2432.65,126497.65
"MULTILINESTRING ((12.145446 54.091154,12.145509 54.091517,12.145548 54.091722,12.145563 54.091813,12.145625 54.092303))",3a3c3503-fd3e-4cee-a0e3-a976ea004784,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Faule Str.,"02350",0000002350-001,7,C,128.45,297.05,7723.39
"MULTILINESTRING ((12.084292 54.173553,12.085577 54.173772))",bcf57957-7f31-4ca9-9ac0-f4d190ecfd64,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Trojanstr.,"09030",0000009030-001,6,C,87.39,202.10,10509.1
"MULTILINESTRING ((12.105717 54.108839,12.108109 54.109586))",ee854e30-7722-42eb-b978-3f77a05e29ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Helmuth-Mentz-Str.,"12050",0000012050-001,7,C,177.18,409.75,10653.41
"MULTILINESTRING ((12.1672452103969 54.1099028251151,12.1682575553092 54.1093009151129,12.1690705730827 54.1088301754257,12.1697974003749 54.1084113004063,12.1701018899679 54.1082070205754,12.1702778755925 54.1080596117045,12.1706710564831 54.1078229518712,12.1714295509616 54.1073798546834),(12.1702778755925 54.1080596117045,12.170222955432 54.1080144094149,12.1701931606379 54.1079443753802,12.1701781428697 54.1077866353736,12.1702006186369 54.107712215024,12.1702554200715 54.1076539203637,12.170579042727 54.1074568893644,12.1711308549077 54.1071687935028))",ca9c8cd3-ccc4-43d2-9cd8-cbadab8851e0,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Bruno-Taut-Str.,"01610",0000001610-001,6,C,518.87,1199.94,62396.82
"MULTILINESTRING ((12.080037 54.113751,12.080311 54.113702,12.080521 54.113644,12.080701 54.113572,12.080896 54.113458,12.080986 54.113388,12.081103 54.113278,12.08132 54.11304,12.081503 54.112855,12.082506 54.111865,12.083284 54.111093,12.083819 54.110574,12.084071 54.110342,12.084531 54.109868,12.085748 54.108732,12.086148 54.108313,12.086702 54.107771,12.087317 54.107174,12.087517 54.106941,12.087612 54.106816,12.087668 54.106737))",98aa72be-e733-41fa-b722-877775504d00,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Am Fischereihafen,"12490",0000012490-001,6,A,936.01,2164.62,112560.07
"MULTILINESTRING ((12.066627 54.1092,12.067284 54.109093,12.067344 54.108699,12.06745 54.10814,12.067637 54.106904,12.067707 54.106483,12.067745 54.106146,12.067744 54.10606,12.067734 54.105975,12.067712 54.105897,12.067684 54.105842,12.067554 54.105601,12.067407 54.105382,12.067263 54.105129,12.067255 54.10504,12.067317 54.104965,12.067425 54.104894,12.067692 54.104782),(12.067498 54.113917,12.067455 54.113614,12.067321 54.113392,12.067085 54.113052,12.067056 54.112889,12.067062 54.112708,12.067154 54.112311,12.067225 54.111753,12.067228 54.11141,12.067191 54.11098,12.06713 54.110616,12.06711 54.110233,12.067173 54.109689,12.067284 54.109093))",80f2962e-82ce-4e22-b921-32162013b22b,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Schutower Str.,"12660",0000012660-001,6,A,1086.71,2513.13,130682.53
"MULTILINESTRING ((12.115373 54.091,12.115596 54.091235,12.116379 54.092057))",3ac9e43e-68b4-466e-9b8a-c9c687f6a9ba,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lohmühlenweg,"06690",0000006690-001,6,B,134.82,311.78,16212.81
"MULTILINESTRING ((12.087866 54.1054,12.08797 54.105358,12.088151 54.105315,12.088434 54.105288,12.088604 54.105249,12.088715 54.105175,12.089152 54.104771,12.089597 54.10434,12.09016 54.103763,12.090398 54.103511,12.090498 54.103378,12.090591 54.103247,12.090647 54.103152,12.090715 54.103001,12.090811 54.102792,12.09091 54.10259,12.091018 54.102345,12.091162 54.102115,12.091315 54.101929,12.09148 54.101707),(12.091646 54.101532,12.091776 54.101546,12.091999 54.101555,12.092212 54.101576,12.092847 54.10165,12.093539 54.101737),(12.090926 54.101701,12.091118 54.101718,12.09148 54.101707,12.091554 54.101612,12.091607 54.101564,12.091646 54.101532,12.091588 54.101512,12.091508 54.101464,12.091425 54.101397,12.091305 54.101271))",b7a318c3-cf6c-4268-8dc4-7c582c83cfd3,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Am Bahnhof Bramow,"00320",0000000320-001,,B,713.71,1650.53,
"MULTILINESTRING ((12.167424 54.072733,12.167421 54.072559,12.167455 54.072412,12.167529 54.072233,12.167664 54.071963,12.167776 54.071718,12.167793 54.071665,12.167791 54.071594,12.167744 54.071554,12.167667 54.071526,12.167065 54.071429,12.166266 54.071311,12.165405 54.071196),(12.170265 54.073466,12.16897 54.073513,12.168661 54.073499,12.168327 54.073437,12.168071 54.073354,12.167797 54.073215,12.167575 54.073021,12.167471 54.072868,12.167424 54.072733))",7d226b08-e7f1-4895-a765-e933206239ef,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Fritz-Mackensen-Weg,"11700",0000011700-001,6,B,524.47,1212.89,63070.24
"MULTILINESTRING ((12.113768 54.085738,12.113476 54.085389,12.113417 54.085345,12.113365 54.085324,12.113305 54.085313,12.113186 54.085316,12.112275 54.085595,12.112714 54.086069))",04c0958c-2ba0-4754-ad9b-74962a0a93b5,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Ulmenmarkt,"09130",0000009130-001,6,B,192.87,446.03,23193.62
"MULTILINESTRING ((12.05977 54.116221,12.059977 54.11584,12.06001 54.115768,12.060029 54.11568,12.060026 54.115446,12.060001 54.114925,12.061556 54.114895,12.063745 54.114858,12.063803 54.114831,12.06383 54.114787,12.063817 54.114026,12.064872 54.114019),(12.062549 54.114037,12.063143 54.114029,12.063817 54.114026))",ea398082-b593-4c40-8aa5-6757e63caf3b,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hans-Fallada-Str.,"12410",0000012410-001,7,B,638.42,1476.41,38386.66
"MULTILINESTRING ((12.079426 54.144521,12.080542 54.144647,12.081529 54.145728,12.082259 54.146909,12.082259 54.148166,12.081787 54.150654,12.0811 54.153268,12.080284 54.155228,12.079598 54.156083,12.078825 54.156736,12.078052 54.157415,12.077838 54.157967,12.077666 54.15842,12.07773 54.159384,12.077923 54.160377,12.077816 54.160942,12.07743 54.161947,12.077516 54.162827,12.077666 54.163618,12.078138 54.164636,12.078384 54.164992,12.078835 54.165758,12.079125 54.166047,12.079393 54.166248,12.079672 54.166355,12.080048 54.166437,12.080584 54.166531,12.081297 54.1668,12.081957 54.167143,12.082413 54.167435,12.082773 54.16767,12.083041 54.167843,12.083251 54.167947,12.083712 54.168066,12.08412 54.168141,12.084554 54.168248,12.084882 54.168377,12.085075 54.168468,12.085246 54.168521,12.085472 54.168578,12.085686 54.168625,12.085778 54.168663,12.085869 54.16875,12.085837 54.168977,12.08574 54.169046))",a4cbd412-b0ac-4a8e-81e6-cf4aff72715e,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Werftallee,"09670",0000009670-001,6,A,3138.83,7258.86,377460.63
"MULTILINESTRING ((12.110214 54.089836,12.111152 54.089541,12.111993 54.089283))",f49ff5fe-66c2-45a0-be38-18ac4fd6ee57,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Friesenstr.,"02630",0000002630-001,6,C,131.69,304.55,15836.41
"MULTILINESTRING ((12.064011 54.118058,12.063926 54.118021,12.063876 54.117995,12.063827 54.117952,12.063816 54.11792,12.063835 54.117884,12.063886 54.117864,12.063955 54.117869,12.063998 54.117885,12.064023 54.117921,12.064011 54.118058,12.063874 54.118919,12.063842 54.119124,12.063829 54.11918,12.063802 54.119233,12.063768 54.119287,12.06372 54.119333,12.06365 54.119384,12.063555 54.119446))",6d3ee4d3-6b2f-4aa2-9d36-3d867c3f3a92,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lagerlöfstr.,"08120",0000008120-001,6,C,216.97,501.76,26091.77
"MULTILINESTRING ((12.110696 54.069349,12.110982 54.070138,12.111188 54.070691,12.111323 54.07107,12.111421 54.071311,12.110078 54.071507,12.109795 54.070987,12.109829 54.070941,12.109979 54.070855,12.111188 54.070691),(12.111424 54.071314,12.111545 54.071617,12.111725 54.072145),(12.110228 54.06831,12.110295 54.068409,12.110402 54.068595,12.110528 54.068889,12.110696 54.069354),(12.11041 54.070126,12.110937 54.070055))",eae53d54-be19-47d4-a89f-b6d6b9104661,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Robert-Koch-Str.,"07990",0000007990-001,6,A,725.75,1678.37,87275.21
"MULTILINESTRING ((12.088655 54.091829,12.089679 54.092196,12.090127 54.09236,12.090746 54.092583,12.091073 54.092699),(12.089679 54.092196,12.090548 54.09138))",aed60787-eb62-4fe2-bcd0-7f301811b909,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Franz-Liszt-Str.,"02490",0000002490-001,6,C,292.67,676.83,35195.09
"MULTILINESTRING ((12.105578 54.083385,12.104833 54.082496))",cada66dc-1d1b-40d1-9e60-31fb7cb4f703,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Eichendorffstr.,"02080",0000002080-001,7,C,110.32,255.13,6633.28
"MULTILINESTRING ((12.140141 54.084649,12.140288 54.08409,12.140444 54.08349,12.140522 54.083131))",025e4c6b-e6eb-4894-a252-7215babcd5c2,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Reiferweg,"07870",0000007870-001,7,C,170.81,395.02,10270.4
"MULTILINESTRING ((12.161506 54.091554,12.161967 54.091611,12.162257 54.091668,12.162579 54.091743,12.163212 54.092247,12.163867 54.092712,12.16435 54.093071,12.165852 54.094178,12.166646 54.094776,12.167269 54.09521,12.167913 54.095638,12.168428 54.096015,12.168825 54.096179,12.169265 54.096431,12.169576 54.096588))",e4bd7da0-d369-4971-8970-801209b8b09f,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Petridamm,"07620",0000007620-005,7,C,782.81,1810.33,47068.49
"MULTILINESTRING ((12.165676 54.111897,12.166138 54.111694,12.166802 54.111398,12.167721 54.110992,12.168475 54.110683,12.168996 54.110435,12.169415 54.110192,12.169956 54.109817,12.170836 54.109183,12.17172 54.108642,12.172349 54.108281,12.172655 54.108095,12.17314 54.107808,12.174043 54.107292,12.174786 54.106857,12.175333 54.106546,12.175714 54.10632,12.176055 54.106081,12.176296 54.10589,12.176495 54.105709,12.176705 54.105472,12.177197 54.104843,12.177415 54.104576,12.177615 54.104377,12.1778 54.104205,12.178007 54.10405,12.178768 54.103626,12.179475 54.103215,12.179863 54.102995,12.180741 54.102479,12.181056 54.102271),(12.179475 54.103215,12.179568 54.103278,12.18048 54.10383,12.181121 54.104205))",954c9b27-707d-491e-a05d-65970e332b7d,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Dierkower Allee,"01810",0000001810-001,6,A,1637.15,3786.07,196875.8
"MULTILINESTRING ((12.149463 54.091259,12.149323 54.091221,12.148905 54.091177,12.147446 54.091101,12.147296 54.091082,12.147194 54.091051))",5e6f5458-bdf4-4f82-b8b3-3c556bffab6f,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Slüterstr.,"08590",0000008590-001,6,A,151.27,349.83,18191
"MULTILINESTRING ((12.140234 54.091319,12.140251 54.091729,12.140247 54.092127))",9ccae023-e7a9-4661-8536-866a4e45016d,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Weinstr.,"09620",0000009620-001,7,C,89.95,208.02,5408.48
"MULTILINESTRING ((12.0842543527373 54.093401445882,12.0847551359362 54.0929206223527,12.0850682809219 54.092614940577,12.0855156765684 54.0921937164053,12.0857057410215 54.0920167732573,12.0858639462536 54.0918805507055,12.0863519993022 54.0913956866191,12.0865136859496 54.0912454454375,12.086709684131 54.0910598716289,12.086914224435 54.0908673735335,12.0870340736386 54.0907368371323,12.0870605306105 54.0906724016863,12.0870649816224 54.0906085212126,12.0870568312559 54.0905114085316,12.0870403117075 54.0903586002199,12.0869817849288 54.0898499603713))",2458639b-e2fe-41cd-ac8b-885cd8097c83,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Brahmsstr.,"01530",0000001530-001,6,C,447.10,1033.96,53766.1
"MULTILINESTRING ((12.083724 54.177502,12.081965 54.177364,12.079381 54.177168,12.078205 54.177071))",fb879a17-b6c8-4da9-8056-586a9d9fc97b,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Wachtlerstr.,"09400",0000009400-001,6,A,363.57,840.79,43721.18
"MULTILINESTRING ((12.121074 54.087971,12.120312 54.088053,12.120108 54.087961,12.119218 54.087924,12.117389 54.087817,12.116187 54.087706,12.115876 54.087684))",f3567539-3250-4232-96b2-193f3383f03a,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Barnstorfer Weg,"01120",0000001120-001,4,B,346.31,800.88,124936.73
"MULTILINESTRING ((12.135626 54.111031,12.135057 54.111939,12.135331 54.111982,12.136341 54.112176,12.137205 54.112347,12.137406 54.112403,12.137552 54.11248,12.137673 54.112564,12.137736 54.112636,12.137799 54.112727,12.137809 54.112754,12.137827 54.112798,12.137831 54.112872,12.137804 54.113001,12.137561 54.113424,12.137349 54.113823,12.137151 54.114174,12.136989 54.114474,12.136639 54.114397,12.135977 54.114264,12.135917 54.114262,12.135847 54.114274,12.135323 54.114433,12.135261 54.114516,12.135262 54.114553,12.135269 54.114584,12.135333 54.114606,12.13635 54.114796,12.136389 54.114785,12.136425 54.114753,12.13663 54.114408),(12.13634 54.115165,12.136551 54.115006,12.13674 54.114829,12.136855 54.114687,12.136989 54.114474),(12.133944 54.111741,12.134795 54.1119,12.135057 54.111939),(12.136551 54.115006,12.137032 54.115185,12.137025 54.115241,12.137027 54.115293,12.137069 54.115341,12.137652 54.115449,12.1377 54.115433,12.137719 54.115387,12.13767 54.115321,12.137641 54.115302,12.13759 54.115284,12.137098 54.115191,12.137032 54.115185))",ccdb9b70-949c-4b59-9a32-0fef74f05fb3,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Joliot-Curie-Allee,"04180",0000004180-001,6,C,1097.36,2537.75,131963.25
"MULTILINESTRING ((12.130521 54.089782,12.130526 54.089654,12.130549 54.089382,12.130616 54.088528,12.130642 54.088456))",6392535c-d1b4-4abf-bc3b-05847cb39a26,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kuhstr.,"10250",0000010250-001,4,A,147.92,342.08,53364.45
"MULTILINESTRING ((12.168985 54.103346,12.168702 54.103187,12.168251 54.102923,12.168186 54.10286,12.168158 54.102785,12.168147 54.102658,12.168162 54.10252,12.168135 54.102383,12.168049 54.102034),(12.168987 54.103347,12.169144 54.103257,12.168983 54.103161,12.168826 54.103255))",32a938e2-4c70-49a2-9af4-f671eb8abbb3,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Georg-Adolf-Demmler-Str.,"02670",0000002670-001,7,C,212.16,490.64,12756.67
"MULTILINESTRING ((12.133122 54.078343,12.132755 54.078343,12.131999 54.078846,12.131985 54.078892,12.132044 54.079038),(12.132755 54.078343,12.132487 54.078192,12.132393 54.078248,12.132651 54.078412),(12.132024 54.07883,12.131733 54.0787,12.131642 54.078765,12.131937 54.078898,12.131985 54.078892))",dbb4f11f-fa20-4bb8-9950-88c9e4fa4e82,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Konrad-Adenauer-Platz,"10100",0000010100-002,1,,239.41,553.66,143951.49
"MULTILINESTRING ((12.168546 54.140992,12.17074 54.140585,12.176101 54.139589))",bc0e3f78-1a58-4100-9d46-f15e8ab088c0,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kleine Rampe,"10510",0000010510-001,6,B,517.87,1197.63,62276.56
"MULTILINESTRING ((12.071877 54.132596,12.072025 54.13257,12.072133 54.132519,12.072188 54.132445,12.072196 54.132193,12.072196 54.131933,12.072206 54.131812))",34540497-8957-4fe6-b72e-dca48994669c,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Schmarler Landgang,"08300",0000008300-001,6,C,98.63,228.09,11860.77
"MULTILINESTRING ((12.157891 54.093533,12.157771 54.093551,12.157653 54.093568,12.157569 54.093575,12.157265 54.093579,12.156896 54.093579,12.156461 54.09358,12.156364 54.093572,12.156274 54.093559,12.1562 54.093549,12.156112 54.093536,12.156004 54.093507,12.154957 54.093072))",a80534b7-ff34-4642-a7d3-5f1f3bc56d58,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Am Kreuzgraben,"00430",0000000430-001,7,B,209.14,483.66,12575.09
"MULTILINESTRING ((12.097734 54.082084,12.097724 54.082139,12.097755 54.082192,12.098765 54.08333,12.09941 54.084076,12.100459 54.085239,12.100894 54.085722,12.101362 54.086233,12.101459 54.086374,12.101511 54.086495,12.101627 54.086596,12.101681 54.086643,12.101741 54.086704,12.102874 54.088002,12.102976 54.088061,12.103123 54.088129,12.103269 54.08817,12.103445 54.088168,12.103648 54.088128),(12.101681 54.086643,12.101535 54.086697,12.101881 54.087082,12.102464 54.087735),(12.10246 54.087728,12.10319 54.088549),(12.103275 54.08846,12.102874 54.088002))",2d606afb-946f-4fbb-b163-9fc7d77394ad,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Schillingallee,"09370",0000009370-001,6,A,1101.37,2547.03,132445.47
"MULTILINESTRING ((12.058499 54.121273,12.058322 54.121284,12.058128 54.121317,12.05773 54.121409,12.057406 54.121536,12.056663 54.12188,12.056334 54.122045,12.056112 54.122157,12.055854 54.122249,12.055708 54.122277,12.055572 54.12228,12.05543 54.122267,12.05526 54.122223,12.055149 54.122176,12.055042 54.12211,12.054979 54.122044,12.054941 54.121981,12.054928 54.121862,12.054965 54.121729,12.055037 54.121541,12.055088 54.121432),(12.055316 54.12003,12.055342 54.120327,12.05534 54.120489,12.055293 54.120737),(12.057222 54.119095,12.056874 54.119212,12.05662 54.119252,12.056383 54.119272,12.055931 54.119282,12.055763 54.119301,12.055602 54.119339,12.055495 54.119389,12.055397 54.119449,12.055327 54.119535,12.055298 54.119642,12.055296 54.119824,12.055316 54.12003),(12.057222 54.119095,12.057218 54.119096),(12.057224 54.119094,12.057222 54.119095),(12.05692 54.120701,12.057213 54.120721,12.057266 54.120736,12.057312 54.120763,12.057333 54.120824,12.057319 54.120952,12.0573 54.121021,12.057259 54.121104,12.05715 54.121208,12.05664 54.121528,12.056468 54.121651,12.056445 54.121691,12.056475 54.121735,12.05666 54.121883),(12.055299 54.120735,12.055251 54.12095,12.055158 54.121236,12.055086 54.121426),(12.058803 54.118902,12.058409 54.118874,12.057994 54.11889,12.057718 54.118932,12.057415 54.119025,12.057222 54.119095))",84391035-acbb-44d5-b616-aad1bcbd1c42,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Ehm-Welk-Str.,"01900",0000001900-001,6,A,983.40,2274.21,118258.96
"MULTILINESTRING ((12.068823 54.146456,12.069297 54.146297,12.069763 54.14613,12.070047 54.146028,12.070253 54.145965,12.070562 54.145907,12.070841 54.145881,12.07137 54.145885,12.071604 54.145912,12.0718 54.145957,12.071987 54.146024,12.072321 54.146213,12.07271 54.146449,12.073128 54.146729,12.073258 54.146829,12.073376 54.146949,12.073643 54.147295,12.073283 54.147403,12.073199 54.147415,12.073107 54.147413,12.071313 54.147387),(12.071665 54.151284,12.073051 54.151304,12.073228 54.151293,12.073398 54.151259,12.073568 54.151223,12.073769 54.151148,12.074489 54.150743,12.074 54.150452,12.07357 54.150183,12.073373 54.15007,12.073217 54.149944,12.073208 54.149831,12.073214 54.14976,12.073269 54.149686,12.073348 54.149613,12.073469 54.149558,12.073616 54.149529,12.073915 54.149532),(12.072774 54.150717,12.073266 54.150728,12.073384 54.150726,12.073469 54.150717,12.073537 54.150697,12.074 54.150452),(12.073643 54.147295,12.073958 54.147557,12.074151 54.147676,12.075037 54.148218,12.075144 54.148295,12.075256 54.148397,12.07535 54.148511,12.075392 54.14864,12.075373 54.149504,12.075337 54.150079,12.075282 54.150209,12.075219 54.150291,12.07516 54.150361,12.074994 54.150465,12.074485 54.150746))",462e64ce-78d8-4aca-acce-7a915e92ac4d,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Schiffbauerring,"08210",0000008210-001,6,B,1506.22,3483.28,181130.79
"MULTILINESTRING ((12.132448 54.114138,12.137168 54.10659))",fd477645-8e9f-4ad3-b2e9-059cedf6dcb5,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hafenallee,"03240",0000003240-002,6,A,895.09,2069.99,107639.23
"MULTILINESTRING ((12.146206 54.084317,12.147125 54.084546,12.148005 54.084781,12.148271 54.084873,12.148781 54.085064))",d527f36e-cf09-4fed-9236-aa6571b38670,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Neue Bleicherstr.,"07210",0000007210-001,6,C,188.34,435.56,22648.86
"MULTILINESTRING ((12.067311 54.143711,12.069629 54.143736,12.070917 54.143899,12.072419 54.14415,12.073536 54.144402,12.07478 54.144527,12.075854 54.144553,12.077356 54.144603,12.080232 54.144628,12.080619 54.144678,12.080361 54.144188),(12.068173 54.14372,12.068206 54.143113,12.06915 54.14312,12.069837 54.142787,12.07017 54.142736,12.070299 54.142787,12.070449 54.142743,12.070277 54.142648,12.070148 54.142686))",6f6c0c1d-5be0-4acd-a09a-1eaaddad9610,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kleiner Warnowdamm,"06050",0000006050-001,6,A,1195.88,2765.59,143810.79
"MULTILINESTRING ((12.164355 54.12611,12.164516 54.12616,12.164618 54.126221,12.164702 54.126306,12.16473 54.126399,12.16475 54.128447,12.164347 54.129721,12.163961 54.130902,12.163945 54.130954,12.163731 54.131002,12.163664 54.131038,12.163642 54.131078,12.16366 54.131123,12.163718 54.131153,12.163797 54.131156,12.163869 54.131133,12.163902 54.131091,12.163945 54.130954))",f8d17095-8b9f-458a-aa26-ef4a9132c456,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Koppelsollstr.,"10430",0000010430-001,7,B,621.79,1437.95,37386.74
