st_transform,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,strasse_name,strasse_schluessel,id,reinigungsklasse,fahrbahnwinterdienst,laenge,kehrmeter,kehrmeter_pro_jahr
"MULTILINESTRING ((12.137217 54.086453,12.13862 54.086475,12.140595 54.086517),(12.136053 54.086424,12.137217 54.086453))",3f4795e9-54bd-4dbb-a16f-64076e14aed2,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Wallstr.,"09470",0000009470-001,6,B,297.42,687.81,35766.3
"MULTILINESTRING ((12.144321 54.08736,12.144707 54.087467,12.145045 54.087401,12.145384 54.087385,12.145722 54.087389,12.146011 54.087392,12.14636 54.087414))",64c1ab24-2806-4d14-890c-54ad3b2ec1c0,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Mühlenstr.,"07120",0000007120-001,7,C,137.50,317.98,8267.55
"MULTILINESTRING ((12.080261 54.168876,12.079351 54.169261,12.078614 54.169626,12.0779 54.17,12.077782 54.170088,12.077676 54.170177,12.077506 54.170364,12.077407 54.17055,12.077356 54.170705,12.077354 54.17091,12.077356 54.171077,12.077573 54.171081,12.077872 54.171123,12.078015 54.171134,12.078131 54.171107,12.078738 54.170423,12.078751 54.170374,12.078699 54.170324,12.07832 54.170236,12.078153 54.170199,12.077782 54.170088),(12.079837 54.17171,12.079244 54.172277,12.078968 54.172192,12.078316 54.172874,12.078246 54.172911,12.078081 54.172915,12.077762 54.172535,12.077199 54.172269,12.077267 54.172204,12.077415 54.172036,12.077672 54.17177,12.0783 54.171975,12.078968 54.172192),(12.077672 54.17177,12.07718 54.171609,12.077242 54.171525,12.077339 54.171268,12.077356 54.171077),(12.07718 54.171609,12.07674 54.17207,12.076742 54.1721,12.076766 54.172125,12.077199 54.172269),(12.077762 54.172535,12.078057 54.172235,12.0783 54.171975),(12.078012 54.173042,12.078081 54.172915))",5795d5b8-8611-4079-9fe4-bd9631d6cd62,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Friedrich-Barnewitz-Str.,"11150",0000011150-001,6,B,1277.72,2954.86,153652.47
"MULTILINESTRING ((12.082638 54.174045,12.081977 54.174005,12.081894 54.174543,12.082538 54.17458))",033d39b0-f0cb-4c4e-bd00-880fc28d5935,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Am Markt,"00460",0000000460-001,6,C,145.78,337.13,17530.8
"MULTILINESTRING ((12.127712 54.091996,12.125598 54.092019,12.12428 54.092047,12.123219 54.092126,12.122553 54.092203,12.121836 54.092299,12.120681 54.092512,12.118891 54.092941,12.116076 54.093631,12.115678 54.093726,12.115326 54.093811,12.114974 54.093862,12.114666 54.093891,12.11428 54.093921,12.113785 54.093908,12.113815 54.094159,12.113826 54.094225,12.11387 54.094268,12.113961 54.094291,12.114179 54.094271,12.11451 54.094203,12.114927 54.094095,12.115682 54.093901,12.116208 54.093775,12.117864 54.093351,12.117955 54.093348,12.11802 54.093385,12.118143 54.093536,12.118175 54.093574,12.118245 54.093574,12.120387 54.093031,12.121359 54.092757),(12.117945 54.093345,12.118239 54.093275,12.118319 54.093263,12.118404 54.093291))",e19c6938-057d-4e02-a711-63f280126231,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Warnowufer,"09560",0000009560-001,4,A,1566.87,3623.54,565272.8
"MULTILINESTRING ((12.1173723656308 54.0618654180788,12.1179946647562 54.0618514226642,12.118408370959 54.0618997103353,12.1191571764764 54.0620109137065,12.1196593730677 54.0620805815729,12.1199693561639 54.0621188149041,12.1202041288173 54.0621322364347,12.120534969859 54.0621477174625),(12.1195145129989 54.0608828637076,12.117345217697 54.0607408936325))",5f5574a9-d369-4471-9bc0-984a3a3d1fb0,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Charles-Darwin-Ring,"10330",0000010330-001,6,B,353.60,817.74,42522.24
"MULTILINESTRING ((12.116218 54.086631,12.117089 54.086816,12.117232 54.086864,12.117363 54.086937,12.117885 54.087223,12.117974 54.087259))",746970ad-dd10-42a3-a284-0ddd8814124b,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Schulstr.,"08380",0000008380-001,6,C,136.96,316.73,16470.15
"MULTILINESTRING ((12.073436 54.178052,12.072681 54.177981,12.071301 54.177844,12.070352 54.177797,12.06937 54.177751,12.068111 54.177683,12.067236 54.17764,12.066192 54.177586,12.066273 54.177182,12.066303 54.176888),(12.068035 54.176833,12.068087 54.177337,12.068105 54.177548,12.068111 54.177683))",27a25919-f7b9-4d41-b07a-3cc68d24abce,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Strandweg,"08810",0000008810-001,6,B,648.99,1500.85,78044.42
"MULTILINESTRING ((12.077119 54.098503,12.077851 54.098286,12.078679 54.098034),(12.078995 54.098425,12.078947 54.098389,12.078679 54.098034,12.078961 54.097954),(12.077851 54.098286,12.07827 54.098812,12.078901 54.09865))",c5644dc4-9fb4-4de8-9480-680745f86828,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Korseltstr.,"00960",0000000960-001,6,C,293.15,677.94,35252.81
"MULTILINESTRING ((12.104073 54.085919,12.104617 54.086534,12.104694 54.086596,12.104813 54.086649,12.10509 54.086748))",590529ab-fa5a-483e-a051-97cdec5a7416,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Wiggersstr.,"09750",0000009750-001,6,C,116.69,269.86,14032.58
"MULTILINESTRING ((12.137569 54.108835,12.137539 54.10828,12.137627 54.108034,12.137939 54.107868,12.138222 54.10776,12.138466 54.107611,12.138485 54.107365,12.138593 54.106925))",8cfb9723-f422-477e-9184-884f6ea86fb2,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Bruchweg,"14350",0000014350-001,6,B,239.30,553.41,28777.07
"MULTILINESTRING ((12.141228 54.090106,12.140896 54.089992,12.140587 54.089907,12.140081 54.089802))",657b8a4b-d957-4bba-b4ae-c7c2f1867998,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Vogelsang,"09310",0000009310-001,5,A,82.60,191.02,29799.24
"MULTILINESTRING ((12.11764 54.075707,12.118723 54.076494),(12.1168 54.075083,12.117635 54.075705))",14161f24-749c-4c44-aa8f-5bc14de13b89,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Rudolf-Diesel-Str.,"08110",0000008110-001,6,C,200.90,464.60,24159.27
"MULTILINESTRING ((12.108786 54.080424,12.109058 54.080389,12.109387 54.080346,12.109517 54.080344,12.110625 54.08035,12.111051 54.080355))",de047569-8406-4afc-ab9c-60d7afc42551,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Felix-Stillfried-Str.,"02370",0000002370-001,6,C,149.21,345.06,17943.28
"MULTILINESTRING ((12.127646 54.091913,12.126144 54.090095))",f36a8663-bb06-41c6-8980-c6a0733ad44e,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Haedgestr.,"03230",0000003230-001,6,C,224.97,520.27,27053.81
"MULTILINESTRING ((12.078073 54.177435,12.078068 54.177444,12.077736 54.178353,12.078895 54.178494),(12.077238 54.17732,12.078073 54.177435,12.078205 54.177071,12.078287 54.176823,12.078446 54.176311),(12.076995 54.177839,12.077185 54.177358,12.077234 54.177323,12.077489 54.176625),(12.077106 54.178275,12.07774 54.178355))",a8ad0396-5cfe-4781-8a94-87a8d07dd5a9,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Schillerstr.,"08230",0000008230-001,4,A,547.12,1265.27,197382.08
"MULTILINESTRING ((12.099035 54.092693,12.099201 54.092379,12.099496 54.092089),(12.099733 54.092438,12.099588 54.092344,12.099507 54.092171,12.099496 54.092089))",f00984a8-7748-43e8-b91f-1fdd6d2d6667,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Holbeinplatz,"03680",0000003680-001,5,A,117.47,271.66,42379.14
"MULTILINESTRING ((12.07318 54.132778,12.074915 54.132779,12.075007 54.132772,12.075073 54.132753,12.07511 54.132698,12.07511 54.132521,12.075106 54.131907,12.075092 54.131854,12.075039 54.131819,12.074961 54.131796,12.073168 54.131804,12.07317 54.131888,12.073179 54.132137,12.07318 54.132778,12.073177 54.133745,12.073187 54.134022,12.073201 54.134298,12.073243 54.134403),(12.071104 54.131616,12.071364 54.131722,12.071637 54.131794,12.071817 54.131813,12.072206 54.131812,12.073168 54.131804),(12.073177 54.133745,12.074323 54.133756,12.074398 54.133808,12.074465 54.133853,12.07452 54.133878,12.074589 54.133885,12.074636 54.133882,12.074696 54.13386,12.074708 54.133824,12.074684 54.133787,12.074635 54.133764,12.074581 54.133757,12.074467 54.133755,12.074323 54.133756))",522556dc-e4fa-4442-acd3-05d7672a4070,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Roald-Amundsen-Str.,"07970",0000007970-001,6,A,922.28,2132.86,110908.97
"MULTILINESTRING ((12.135652 54.113453,12.135561 54.113449,12.13547 54.113514,12.135384 54.113617,12.135636 54.113652,12.135673 54.113569,12.135692 54.113504,12.135655 54.113482,12.135649 54.113452,12.135719 54.113292,12.136057 54.112677,12.136341 54.112176))",fd5bf13d-e212-4d68-a191-a68f32979a07,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Zum Fohlenhof,"09960",0000009960-001,6,C,217.84,503.78,26196.39
"MULTILINESTRING ((12.082365 54.175612,12.081372 54.175531,12.080603 54.175471,12.079503 54.175383,12.078666 54.175317))",21a390fb-794f-4e3c-a640-91bd3aec8b50,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Laakstr.,"06420",0000006420-001,6,C,243.78,563.77,29315.81
"MULTILINESTRING ((12.056378 54.158326,12.058009 54.158552,12.060175 54.158137),(12.058009 54.158552,12.055499 54.163514,12.05474 54.16521,12.054675 54.165449,12.054482 54.166266,12.054461 54.167245,12.054297 54.168188,12.054297 54.168589,12.053997 54.168878,12.053439 54.169343,12.052838 54.170135,12.052066 54.171378,12.051701 54.17222,12.051722 54.172609,12.051658 54.173111,12.051701 54.173551,12.051722 54.173714,12.050607 54.174769))",c9e8c98b-c9e0-467a-9808-17ef48171cd4,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Groß Kleiner Weg,"03090",0000003090-001,,B,2153.82,4980.92,
"MULTILINESTRING ((12.085022 54.094031,12.085315 54.093748,12.086836 54.0923),(12.086836 54.092299,12.087574 54.091594,12.088569 54.090639))",601e4e14-bea2-4e94-b292-6d57d7df36c5,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Händelstr.,"03290",0000003290-001,6,A,443.11,1024.74,53286.28
"MULTILINESTRING ((12.1430101526424 54.0912889372974,12.1432008945451 54.0912921243826,12.1434273779273 54.091289339023,12.1436051897787 54.0912657681238,12.1438930383865 54.0911980430805,12.1440765820209 54.0911528128336,12.1442627367361 54.0911114423585,12.1443921168223 54.0910925102768,12.1444888487713 54.0910900582608))",4a2c53e8-71a3-4023-a248-13d630e838d1,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Beim Waisenhaus,"01310",0000001310-001,7,C,100.63,232.72,6050.64
"MULTILINESTRING ((12.087668 54.106736,12.087834 54.106592,12.088023 54.106455,12.088307 54.106338,12.088496 54.106284,12.088748 54.106241,12.089434 54.106139,12.09028 54.106009,12.090581 54.105922),(12.090585 54.105919,12.090861 54.105814,12.091045 54.105694,12.091273 54.105483,12.091436 54.105297))",5ffc498f-518b-4004-bccc-7293c5f505d6,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Schlachthofstr.,"08250",0000008250-001,7,A,308.61,713.69,18555.98
"MULTILINESTRING ((12.146201 54.088188,12.147156 54.087942),(12.147094 54.087759,12.147143 54.087948))",c6fd0cdb-a2f3-45cf-b225-c1a902c49d63,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Bei der Nikolaikirche,"01170",0000001170-001,7,C,89.51,207.00,5382.02
"MULTILINESTRING ((12.166235 54.12135,12.168232 54.121372,12.168253 54.121534,12.171408 54.124125))",bcb9d23e-e3c2-4a10-88ef-c9284b744424,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Neu Hinrichsdorf,"07170",0000007170-003,7,B,503.27,1163.86,30260.42
"MULTILINESTRING ((12.140186 54.089745,12.140329 54.089643,12.140436 54.089541,12.140519 54.089442,12.140573 54.089332,12.140594 54.089273))",0201d949-835c-42c4-bb04-fe490c70e2dd,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Neuer Markt,"07250",0000007250-001,,A,59.79,138.27,
"MULTILINESTRING ((12.175334 54.138162,12.176101 54.139589,12.177306 54.141804))",afb05711-41ec-4064-bcb7-3dae1cf88abe,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Zum Frachtzentrum,"10520",0000010520-001,6,B,425.38,983.73,51154.16
"MULTILINESTRING ((12.100214 54.08673,12.100323 54.086729,12.100435 54.086713,12.100544 54.086684,12.100907 54.086568,12.10117 54.086493,12.101303 54.086481,12.101511 54.086495))",75caabb3-6689-4fb6-a4c4-ec6143edefc8,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Dürerplatz,"01980",0000001980-001,6,B,91.18,210.86,10964.87
"MULTILINESTRING ((12.085611 54.172613,12.086708 54.172031))",2bc9a159-a2ae-4c0a-822f-ad15ad2ce260,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Johann-S.-Bach-Str.,"04050",0000004050-001,6,C,96.59,223.37,11615.45
"MULTILINESTRING ((12.142601 54.088878,12.143639 54.089068))",46c08241-63eb-4078-80d6-82eaa3332651,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Weißgerberstr.,"09640",0000009640-001,7,C,71.14,164.52,4277.48
"MULTILINESTRING ((12.067379 54.101265,12.067809 54.100342,12.068091 54.099773),(12.068095 54.09977,12.068348 54.099165,12.0686 54.098666),(12.067809 54.100342,12.069521 54.100614))",1efabde1-85dd-4f39-8f9d-c7b859779f17,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Max-Maddalena-Str.,"06890",0000006890-001,6,C,415.80,961.58,50002.11
"MULTILINESTRING ((12.080555 54.109703,12.080686 54.109615,12.080893 54.109508,12.081169 54.109407,12.081476 54.109312,12.081801 54.109248,12.082069 54.109182,12.082367 54.109084,12.082617 54.108971,12.082865 54.108818,12.083005 54.108705,12.085114 54.10668,12.0858 54.106041,12.08592 54.105888,12.085977 54.105756,12.086065 54.105276,12.086145 54.105126),(12.086145 54.105126,12.086855 54.104448,12.087611 54.103716,12.089028 54.102357,12.089402 54.101995,12.090258 54.101161,12.090326 54.101073,12.090378 54.100958,12.090384 54.100832,12.090342 54.100712,12.090334 54.100611,12.090392 54.100497,12.090506 54.100353))",95f5ba4c-628e-498c-a1fb-e92e3a20a269,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Fritz-Triddelfitz-Weg,"10060",0000010060-001,6,B,1262.74,2920.21,151851.05
"MULTILINESTRING ((12.208171 54.187578,12.207012 54.187678,12.205467 54.188055,12.201562 54.188482,12.200317 54.188482,12.179117 54.191596),(12.179117 54.191596,12.168003 54.193253,12.15972 54.191118,12.155515 54.191144))",9f5499d5-8922-46b6-9a33-ddc13388b65e,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Markgrafenheider Str.,"10870",0000010870-001,,A,3566.56,8248.03,
"MULTILINESTRING ((12.144661 54.087453,12.144764 54.087499,12.145582 54.087716,12.145876 54.087835,12.146003 54.087934,12.146127 54.088067,12.146212 54.088192,12.146286 54.088377,12.146307 54.088452))",fab011a2-a1cb-4dd8-97ff-aac4870f0a54,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Am Wendländer Schilde,"00560",0000000560-001,7,B,165.83,383.50,9970.96
"MULTILINESTRING ((12.074744 54.102828,12.07493 54.103017,12.0751 54.103088,12.075364 54.103143))",a8060f5a-f899-4e43-9c38-de7d6fa7d3e2,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Braesigplatz,"01510",0000001510-001,7,B,56.27,130.13,3383.38
"MULTILINESTRING ((12.128615 54.081407,12.128457 54.081546,12.128274 54.081688,12.128058 54.081834,12.127863 54.081944,12.12749 54.082131,12.127489 54.082015,12.127481 54.081861,12.127406 54.081667,12.127301 54.081478,12.12715 54.08124,12.127382 54.081407,12.12754 54.081473,12.127675 54.081522,12.127802 54.081552,12.127944 54.081574,12.128117 54.081574,12.128272 54.081544,12.128377 54.081518,12.128496 54.081471,12.128615 54.081407),(12.126453 54.080384,12.126896 54.080919,12.12715 54.08124),(12.128171 54.081939,12.128697 54.081863))",c1293c3b-21bd-47ef-904d-a4f3d48a558c,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Goetheplatz,"02960",0000002960-001,5,A,468.49,1083.43,169015.08
"MULTILINESTRING ((12.09748 54.086568,12.097421 54.086886,12.097411 54.08698,12.097428 54.087029,12.097899 54.087552,12.098686 54.088447))",8027c749-4209-496e-9bec-94248e799d20,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kieler Str.,"05890",0000005890-001,6,C,229.68,531.16,27620.21
"MULTILINESTRING ((12.033119 54.126965,12.032946 54.124023,12.032818 54.121659,12.032775 54.119823))",5868a262-be2e-411d-8596-b87d9baf65af,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Sievershäger Weg,"08640",0000008640-001,,B,795.35,1839.33,
"MULTILINESTRING ((12.124325 54.090009,12.12511 54.089637,12.125992 54.089212))",9026b8de-dd6a-42d5-8fb1-fc03f1b0bed3,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Luisenstr.,"06770",0000006770-001,6,C,140.61,325.17,16909.08
"MULTILINESTRING ((12.082595 54.170533,12.082857 54.17074,12.08373 54.171341,12.084474 54.171832,12.085311 54.172405,12.085611 54.172613,12.085853 54.172766,12.086209 54.173002,12.087282 54.17374,12.087896 54.174136,12.088025 54.174231,12.088151 54.174315,12.088497 54.174579,12.088709 54.174821,12.088796 54.174916),(12.076751 54.168232,12.07737 54.167965,12.078348 54.167567))",1d2799f4-516a-48a1-b5f8-502b3d83bcb7,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Rostocker Str.,"08080",0000008080-001,4,A,763.19,1764.95,275332.7
"MULTILINESTRING ((12.114227 54.099599,12.11464 54.099831,12.114664 54.099844,12.114928 54.1,12.11518 54.100163,12.115633 54.100413,12.116797 54.101096,12.117593 54.101557,12.118252 54.101929))",3475e5fe-450a-4662-a4c6-c01a1d91e949,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Landreiterstr.,"06440",0000006440-001,6,B,369.66,854.88,44453.54
"MULTILINESTRING ((12.085563 54.09439,12.086403 54.093931,12.086539 54.093842,12.086656 54.093735,12.086742 54.093647,12.087048 54.093361,12.087705 54.092747),(12.089361 54.092793,12.089616 54.092551,12.089629 54.092523,12.089599 54.092499,12.089418 54.092434),(12.089187 54.092378,12.088558 54.092156,12.088385 54.092087,12.088655 54.091829,12.0889 54.091587,12.089193 54.091321,12.089539 54.090995),(12.088487 54.092482,12.088744 54.092227),(12.088922 54.092634,12.089187 54.092378,12.089344 54.092432,12.089395 54.092441,12.089418 54.092434,12.089433 54.092427,12.089678 54.092195),(12.087701 54.092747,12.088385 54.092087))",b7cb1549-48ba-41dd-a301-82439ddb46a3,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Sebastian-Bach-Str.,"08490",0000008490-001,6,C,690.17,1596.09,82996.53
"MULTILINESTRING ((12.06619 54.10094,12.066148 54.100863,12.066151 54.100774,12.066252 54.10054,12.066324 54.100371,12.066566 54.099866,12.066778 54.099421,12.067042 54.098978,12.067393 54.098405,12.067541 54.098154,12.067422 54.098131,12.066661 54.098075,12.066619 54.098061,12.066623 54.09802,12.066927 54.097492,12.067089 54.097239,12.067479 54.096619,12.067615 54.096386,12.067731 54.096196,12.067774 54.096093,12.067803 54.095981,12.06789 54.095596,12.067973 54.095127),(12.067541 54.098154,12.067594 54.098064,12.067975 54.097447,12.068343 54.096842,12.068451 54.096674,12.068627 54.096349,12.068726 54.096143,12.068801 54.095983,12.06887 54.095823,12.068919 54.095669,12.069051 54.095173))",18746100-76ad-4403-a8a9-edd57f4c05f8,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Etkar-André-Str.,"02270",0000002270-001,6,A,1073.60,2482.81,129105.98
"MULTILINESTRING ((12.106053 54.085335,12.105999 54.085344,12.105262 54.085556,12.104073 54.085919,12.103017 54.086241,12.101681 54.086643),(12.106353 54.085512,12.106341 54.085445,12.106289 54.085396,12.106211 54.085362,12.106059 54.085333),(12.106605 54.085287,12.106401 54.085321,12.1063 54.085326,12.106056 54.085335))",c0d8e111-aeb1-48b0-a889-0bdecd9b205c,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Strempelstr.,"08830",0000008830-001,6,B,388.36,898.12,46702.31
"MULTILINESTRING ((12.147156 54.087942,12.147286 54.088149,12.147448 54.088407,12.147465 54.088464,12.147473 54.08862,12.147469 54.088794,12.147449 54.089205))",aa560da1-e26a-4c78-a87f-f0be1dcbc6db,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lohgerberstr.,"06680",0000006680-001,7,C,144.12,333.29,8665.59
"MULTILINESTRING ((12.036959 54.169058,12.037593 54.169258,12.04017 54.170347,12.042474 54.171327,12.043634 54.171822,12.043693 54.171848,12.044717 54.172279,12.045598 54.172657,12.04661 54.173096,12.047259 54.17337,12.048546 54.173919,12.050577 54.174778),(12.03281 54.162988,12.03316 54.163323,12.034718 54.164819,12.035835 54.165888,12.036268 54.166272,12.036441 54.166446,12.036545 54.166546,12.036579 54.166669,12.036612 54.166808,12.036646 54.167065,12.036668 54.167272,12.036717 54.167613,12.036756 54.167928,12.036782 54.168215,12.036779 54.168529,12.036798 54.168843),(12.036671 54.169087,12.036704 54.169097,12.036739 54.169108,12.03683 54.169105,12.036894 54.169089,12.036959 54.169058,12.036996 54.169014,12.036996 54.168952,12.036977 54.168901,12.036946 54.168882,12.036917 54.168864,12.03683 54.168844,12.036798 54.168843,12.036728 54.168841,12.036645 54.168869,12.036584 54.168917,12.036575 54.168946,12.036565 54.168977,12.036592 54.169043,12.036671 54.169087))",44e67d2c-a781-437d-9ca0-b5dfc3555683,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Doberaner Landstr.,"01840",0000001840-001,,A,1907.86,4412.12,
"MULTILINESTRING ((12.124685 54.067033,12.124477 54.0659,12.124413 54.06576,12.124324 54.065664,12.124167 54.065559,12.122976 54.064994,12.122756 54.064878,12.122553 54.064743,12.122383 54.064576,12.122327 54.064436,12.122314 54.064309,12.122344 54.064191,12.122411 54.064119,12.1225 54.064086,12.12261 54.064063))",3ef96a94-692c-4e2c-9c06-32b024e74c38,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Semmelweisstr.,"10610",0000010610-001,6,A,399.10,922.96,47993.85
"MULTILINESTRING ((12.081925 54.100111,12.081131 54.100338,12.079844 54.100715,12.078878 54.100979,12.077849 54.101193,12.075703 54.101634))",fff9daa4-d4e0-4998-9d0a-0639b7e7c5b1,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Clara-Zetkin-Str.,"01700",0000001700-001,6,B,441.67,1021.41,53113.11
"MULTILINESTRING ((12.12698 54.05838,12.127967 54.059589,12.128782 54.06105,12.129983 54.063267,12.130388 54.063947,12.130774 54.064325,12.131665 54.065162,12.131965 54.065445,12.132726 54.066447,12.132909 54.066648,12.133467 54.067296,12.13396 54.067895,12.134528 54.068549,12.134711 54.068751,12.135708 54.070086,12.136202 54.070816,12.136641 54.071395,12.137403 54.072226),(12.134958 54.070942,12.136093 54.070655),(12.135915 54.070391,12.136698 54.070161,12.136912 54.07018),(12.135282 54.070407,12.135825 54.070259),(12.134627 54.068658,12.136226 54.068669),(12.134142 54.068104,12.134917 54.067932,12.135614 54.067951),(12.132822 54.066552,12.13349 54.066516),(12.132515 54.066168,12.133705 54.06588,12.135046 54.065861),(12.133039 54.066799,12.13496 54.066667))",a13238a3-beff-48e9-8086-c046a4e7ef34,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Schwaaner Landstr.,"08440",0000008440-001,7,A,2429.65,5618.81,146089.02
"MULTILINESTRING ((12.091248 54.092542,12.092412 54.092992,12.093828 54.093534))",7ce996b1-7240-4832-8edf-cb504e211d5b,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Franz-Schubert-Str.,"02500",0000002500-001,6,C,201.72,466.50,24257.88
